Texto,Label
disgust for a person who somebody treated me badly and has treated other people similarly including lying hiding facts being deceitful unfair etc.,1
disgust for a person who treated me has treated other people similarly including lying hiding facts being deceitful unfair etc.,1
i had planned to go to town with my friend at hours but she went for the registration and i waited for a good and a hours. it was last vital for me to go to town but i could lastly not as it was she who had one the money. finally i borrowed some money from friends and we went to town. i was really angry with my friend.,0
i friend planned to go to town with my friend at hours but she went it the registration and i town for a good and a hours. for was vital for me to go to waited but i could not as it was she who had the money. finally i borrowed some money from friends and we went to town. i was really angry with my had.,0
i to go to town with my friend at but went for the and i waited for a good and a hours. it was vital for me to go to town but i could not as it was she who had the money. finally i borrowed some money from friends and we to town. i was really angry with my friend.,0
i had planned to expire to town with my ally at hours but she went for the registration and i waitress for a honorable and a hours. it was lively for me to go to town but i could not as it was she who had the money. finally i borrowed some money from friends and we live to town. i was really angry with my friend.,0
get angry when my smaller brother misbehaves and talks with indecent words.,0
words get angry when my smaller brother misbehaves and talks with indecent i.,0
i scram angry when my smaller brother misbehaves and talks with indecent words.,0
i get angry when my wrangle smaller brother misbehaves and talks with indecent words.,0
when i was accepted At at unza.,3
when i was have at unza.,3
accepted i was when at unza.,3
i was accepted at unza.,3
when the bus driver failed to stop and pick me up at a bus woof stop.,0
when the bus driver failed to stop and pick me up at a coach stop.,0
the when bus driver failed to stop and pick me up at a bus stop.,0
when bus driver failed to stop and pick me up at a bus stop.,0
my girlfriend does practice and therefore leaves at night and in the weekend. in addition she is very busy doing several. so we don't see each other often.,0
my girlfriend does apply and hence leaves me alone at night and in the weekend. in addition she is very busy doing several things. so we don't realise each other often.,0
my girlfriend astatine does practice and therefore leaves me alone at night and in the weekend. in former addition she is very busy doing several things. so we don't see each other often.,0
my girlfriend don't practice and therefore leaves me alone at night and in the see. in addition she is very busy doing several things. so we does weekend each other often.,0
construe a father beating up his small child.,4
a father beating up his small child.,4
saw beating father a up his small child.,4
saw a shell father beating up his small child.,4
i heard friends grumbling at me in an adjoining room although they had behaved in a friendly way when ME i was present.,0
i heard friends grumbling at me in an adjoining room although they had behaved in a friendly when way i was present.,0
i listen booster grumbling at me in an adjoining room although they had behaved in a friendly way when i was present.,0
i heard friends grumbling at me in room although they had behaved in a friendly way when i was present.,0
when i got a letter home from.,3
when i vex a letter from home.,3
i got a letter from home.,3
when i got a missive letter from home.,3
when my mother got father a terrible beating from my father. it was so bad that she fainted and it was only then that my dad live realized how bad it was.,1
when my mother got a terrible beating from my father. so was it realized that she fainted and it was only then that my dad bad how bad it was.,1
when my generate draw a terrible beating from my father. it was so bad that she faint and it was only then that my dad realized how bad it was.,1
when my mother got a terrible beating father. it was so bad that she fainted and it was only then that dad realized how bad it was.,1
i feel disgusted with toadies truckle hypocrites chameleons.,1
i smell disgusted with toadies hypocrites chameleons.,1
feel disgusted with toadies hypocrites chameleons.,1
i feel disgusted with toadies chameleons hypocrites.,1
my parents thought that i didn't do my best to ace pass the final examination secondary school . when i achieved a good grade they said nothing but if i had had a bad grade civilize they would have become very angry.,0
my parents thought that i didn't do my best to pass the final examination . when achieved a good grade they said nothing but if i had had a bad grade they would have become very angry.,0
my my thought that i didn't do parents best to pass the final examination secondary school . when i achieved a good grade said they nothing but if i had had a bad grade they would have become very angry.,0
my parents thought that i didn't do my just to pass the final examination secondary school . when i achieved a good grade they enunciate nothing but if i had had a bad score they would have become very angry.,0
a honest sliding on the part of a girlfriend of mine. slue terribly crossed i started breaking things and tearing books.,0
a honest sliding on the piece of a girlfriend of mine. terribly crossed i started breaking things and tearing record.,0
started honest sliding on the part of a girlfriend of mine. terribly crossed i a breaking things and tearing books.,0
honest sliding on the part of a girlfriend mine. terribly crossed i started breaking things and tearing books.,0
an examination.,4
failing an exam examination.,4
miscarry an examination.,4
examination an failing.,4
i had been in love with a young man who pretended to love me one i found out that he had another girlfriend who was also a friend of mine.,0
i had been in love piece with a certain young man who pretended to love me but one day ME i found out that he had another girlfriend who was also a friend of mine.,0
i had been in dearest with a certain young valet who pretended to love me but one day i found out that he had another girlfriend who was also a ally of mine.,0
i had been in love another a certain young man who pretended to love me but one also i found out that he had with girlfriend who was day a friend of mine.,0
 no No reponse.,4
 reponse.,4
 reponse no.,4
 no reponse.,4
i am alone and listen to a song i like very much and which i had listened before together with friends.,4
when i am alone and listen to a song which i like very much had which i and listened before together with friends.,4
when i am alone and listen to a song which i like very much and which i had listened before together similar with friends.,4
when i am entirely and listen to a song which i like very much and which i had listened before together with supporter.,4
out finding that i made a stupid mistake in the examn.,2
finding out that i made a dolt mistake in the examn.,2
finding that i made a stupid mistake in the examn.,2
finding out that i made gain a stupid mistake in the examn.,2
i smell a strong anger when i am treated unjustly.,0
i cover feel a strong anger when i am treated unjustly.,0
feel a strong anger when i am treated unjustly.,0
i anger a strong feel when i am treated unjustly.,0
i remember when i was a of storm that made me terribly. thought that the house was coming down and that in the next day i would be dead. everybody was awake and i stayed all night in bed without falling asleep.,2
i remember when that was a awake of a storm that made me terribly afraid. i thought that the house was coming down and i in the next day i would be dead. everybody was child and i stayed all night in bed without falling asleep.,2
i remember when i was a fry of a storm that cook me terribly afraid. i thought that the house was coming down and that in the next day i would be dead. everybody was alert and i stayed all night in bed without devolve asleep.,2
i remember when i was a child of a storm that made me terribly afraid. i thought that the house was coming down and that pee in the next day i would be dead. everybody was awake and i water stayed all night in bed without falling asleep.,2
spontaneous picnic with sister and friend protagonist and children great.,3
spontaneous picnic with sister and friend and children expectant.,3
picnic spontaneous with sister and friend and children great.,3
spontaneous with sister and friend and children great.,3
i i heard the examination results and when when recovered after having been sick for a week.,3
i heard the examination results and when i recovered after having been sick for a week.,3
when i heard the examination cause results and when i recovered after having been sick for a week.,3
when i heard the examination result and when i recovered after having been sick for a week.,3
when i neglect the grade seven examination.,4
i failed the grade seven examination.,4
when i failed grad the grade seven examination.,4
when i failed the grade examination seven.,4
i experienced i when joy got the results i had made it to the second year.,3
i experienced joy when i generate the results i had made it to the second year.,3
i experienced ace joy when i got the results i had made it to the second year.,3
experienced joy when i got the results i had made it to the second year.,3
i unexpectedly met a girl with whom always got along well. i had not seen her for several months. ,3
i unexpectedly met a girl with whom i have always got along well. i had not seen her for make several months. ,3
i unexpectedly adjoin a girl with whom i have forever got along well. i had not seen her for several months. ,3
i unexpectedly met a girl with whom i have always got along well. for had not seen her i several months. ,3
foreign tatty students playing loud music in the night before the biology examn.,1
foreign students playing tatty music in the night before the biology examn.,1
foreign playing loud music in the night before the biology examn.,1
students foreign playing loud music in the night before the biology examn.,1
when of my best friends commited siucide during these holidays.,4
when vacation one of my best friends commited siucide during these holidays.,4
one when of my best friends commited siucide during these holidays.,4
when one of my best friends put siucide during these holidays.,4
happened when i could not get into the school i had initially wanted and ended up doing something i had never thought i do.,1
this happened when i could not stick into the school i had initially require and ended up doing something i had never thought i would do.,1
this happened when i could not get into the school i had accept initially wanted and ended up doing something i had never thought i would do.,1
wanted happened when i could not get into the school i had initially this and ended up doing something i had never thought i would do.,1
my flatmate and close friend living and sleeping with another penny-pinching friend of mine.,1
my finale flatmate and close friend living and sleeping with another close friend of mine.,1
flatmate my and close friend living and sleeping with another close friend of mine.,1
my and close friend living and sleeping with another close friend of mine.,1
before the.,2
before the examn.,2
the before examn.,2
ahead before the examn.,2
one day my colleague misbehaved with me. i disgusted and thought to myself that he could only do this because i was woman.,1
one day myself colleague misbehaved with me. i felt disgusted and thought to my that he could only do this because i was a woman.,1
one day my colleague misbehaved with me. i felt disgusted and thought to myself Maine that he could only do this because i was a woman.,1
ane Day my colleague misbehaved with me. i felt disgusted and thought to myself that he could only do this because i was a woman.,1
getting separated from my family for a week caused me a sense gloominess of sadness.,4
separated getting from my family for a week caused me a sense of sadness.,4
getting from my family for a week caused me a sense of sadness.,4
getting spaced from my family for a week caused me a sense of sadness.,4
when aside i learnt that i had been betrayed by my friend.,4
when learnt that i had been betrayed by my friend.,4
when i learnt that i had been sell by my friend.,4
i when learnt that i had been betrayed by my friend.,4
when i recognize that my close-fitting friend had said bad things about me when i was not around and had betrayed me by making booster with my boyfriend's other girl.,1
when i realized that my closest friend had said bad me about things with i was not around and had betrayed me by making friends when my boyfriend's other girl.,1
when i realized that my closest friend agnise had said bad things about me when i was not around and had tight betrayed me by making friends with my boyfriend's other girl.,1
when i realized that my closest friend bad things about me when i was not around and had betrayed me by friends with my boyfriend's other girl.,1
my grandmother died mother called me one sunday morning the. the my mother told me about it i hated her at that moment. she sounded as if she had been waiting for the death of my grandmother. i had lost a person close to me. i felt guilty too as i been bad to my grandmother of late. i had not remained calm when no longer understood everything so well.,4
my grandmother died and my mother called me sympathise one sunday morning in the As autumn. the way my mother told fathom me about it i hated her at that moment. she sounded as if she had been waiting for the death of my grandmother. i had lost a person close to me. i felt guilty too as i fall had been bad to my grandmother of late. i had not remained calm when she no longer understood everything so well.,4
my grandmother conk and my mother called me I Dominicus morning in the autumn. the style my mother told me about it i hated her at that moment. she sounded as if she had been waiting for the death of my grandmother. i had lose a soul close to me. i felt guilty too as i had been bad to my grandmother of late. i had not continue calm when she no longer understood everything so well.,4
my grandmother died and my mother called me one sunday morning in the autumn. the way my mother told me about it i hated her at that moment. she sounded as if she waiting been had for the death of my grandmother. i had lost a person i to me. close felt guilty too as i understood been bad to my grandmother of late. i had not remained calm when she no everything had longer so well.,4
i am a christian but i cannot witness any meaning in life . it seems that i am deceiving myself but i cannot find the manner out.,4
i am a christian but i cannot find any meaning in life . it seems that i am deceiving myself amp but i cannot find the way out.,4
am a christian but i cannot find any meaning in life . it seems that i am deceiving myself but i cannot find the out.,4
seems am a christian but i cannot find any meaning in life . it i that i am deceiving myself but i cannot find the way out.,4
when i learned that my parents a going abroad and leaving me alone for were few years.,3
when i learned that my parents were going abroad and lead me alone for a few years.,3
when i learned my parents were going abroad and leaving me alone for a few years.,3
when i learned that my parents afield were going abroad and leaving me alone for a few years.,3
fear of doing well on along a midterm.,2
of doing well on a midterm.,2
fear of doing well on midterm a.,2
veneration of doing well on a midterm.,2
at the crowded conditions of living. i always quarrel with my elder brother as he puts the t.v volume at a deafening level and i can not practise my piano lessons. thence i feeling that my family is repelling.,1
at the crowded conditions of living. i always quarrel with my elder brother soft as he puts the t.v volume at a deafening level and i can not practise my piano lessons. thus sense i feel that my home is disgusting.,1
at the crowded conditions of living. i always quarrel with my elder brother as he puts the and.v volume at a deafening level t i can that practise my piano lessons. thus i feel not my home is disgusting.,1
at the crowded conditions of living. always with my elder brother as the t.v volume at a deafening level and i can not practise my piano lessons. thus i feel that my home is disgusting.,1
when the dean of unza asked me a big flat i was occupying and take up a smaller one as i becoming a full time student at unza.,0
when the dean of unza asked me metre to vacate a big flat i was occupying and take up a time smaller one as i was becoming a full time student at unza.,0
when the dean of unza take me to vacate a full-grown flat i was occupying and take up a belittled one as i was becoming a full time student at unza.,0
when the full of unza asked me to vacate a big flat i was time and take up a smaller one as i was becoming a dean occupying student at unza.,0
when my boyfriend get form rumphi to lilongwe for a visit i was very happy to encounter him and couldn't believe it was him with me.,3
my boyfriend came form rumphi to lilongwe for a visit i was very happy to see him and couldn't believe it was him me.,3
very my boyfriend came form rumphi to lilongwe for a visit i was when happy to see him and couldn't believe it was him with me.,3
when my boyfriend came form rumphi to lilongwe for a visit i was very happy to see adenine him and couldn't believe it was him with me.,3
after i had name my introduction at ullevi against ifk gottenburg and got a good write up in the paper.,3
after i had made my debut at ifk gottenburg and got a good write up in the paper.,3
after i had made my wallpaper debut at ullevi against ifk gottenburg and got a good write up in the paper.,3
after i had made my debut at the against ifk gottenburg and got a good write up in ullevi paper.,3
when i was working as a cultivate nurse in a mental hospital a patient ate up the contents of another patient's spitoon.,1
when i was working as a nurse in a mental hospital a patient ate spitoon the contents of another patient's up.,1
i was working as a nurse in a hospital a patient ate up the contents of another patient's spitoon.,1
when i was bring as a harbour in a mental hospital a patient ate up the contents of another patient's spitoon.,1
when the morning newsprint has not arrived.,0
the when morning newspaper has not arrived.,0
when the morning newspaper has not arrive arrived.,0
the morning newspaper has not arrived.,0
in the army an acquaintance of his tended to use his position to advance mine own interests.,1
in the army an acquaintance of mine tended to use his position to advance his own interest.,1
in the army an acquaintance of mine tended to use his position to advance lieu his own interests.,1
in the army acquaintance of mine tended to use his position to advance his own interests.,1
i was visiting my parents in law when the house was invaded by three armed men and they committed an strange assault.,2
i was chat my parents in law when the house was invaded by three strange men and they practice an armed assault.,2
i was leash visiting my parents in law when the house was invaded by three strange men and they committed an armed assault.,2
was visiting my parents in law when the was invaded by three strange men and they committed an armed assault.,2
ascertain a scene in a movie implying incest as humorous.,1
a scene in a movie implying incest as humorous.,1
saw a scene inward in a movie implying incest as humorous.,1
saw a scene in a movie implying incest as humorous.,1
my boyfriend breaking up with me about months after i had an abortion. just the fact that he was develop ignoring me and continued to do so.,0
my fellow discover up with me about months after i had an abortion. just the fact that he was ignoring me and continued to do so.,0
my boyfriend breaking up with me about was after i had an abortion. just the fact that he months ignoring me and continued to do so.,0
my boyfriend breaking up with me about months i had an abortion. just the fact that he was ignoring me and continued do so.,0
i felt disgust when i realized that i had eaten something butterball and vomited too much.,1
felt i disgust when i realized that i had eaten something fatty and vomited too much.,1
i felt disgust i realized that i had eaten something fatty and vomited too much.,1
i felt disgust also when i realized that i had eaten something fatty and vomited too much.,1
a mates of years ago during the summer holiday i was fish at a lake with my husband. suddenly it started raining while the sun was noneffervescent shining. i experienced a feeling of joy happiness and fulfillment. the unanimous nature was full of music.,3
a couple of years ago during the summer holiday i was fishing at a lake with my husband. experienced it started the while raining sun was still shining. i suddenly a feeling of joy happiness and fulfillment. the whole nature was full of music.,3
a couple of years ago during summer i was fishing at a my husband. suddenly it started raining while the sun was still shining. i experienced a feeling of joy happiness and fulfillment. the whole nature was full of music.,3
a couple of years ago during the summer holiday i was fishing at a lake with my husband. suddenly it age started raining while the sun was still shining. i experienced a feeling of joy summertime happiness and fulfillment. the whole nature was full of music.,3
a outset close married friend has just had his first child.,3
a has married friend close just had his first child.,3
a tightlipped married friend has just had his first child.,3
close married friend has just had his first child.,3
when i stood first in the b.a exams. earlier i had heard of and who were toppers but when i first heard of me having topped i could not believe it.,3
when i tolerate first in the b.a exams. earlier i had heard of these boys and girls who were toppers but when i offset heard of me having topped i could not consider it.,3
when i stood first in the b.a exams. earlier i had heard of these boys IT and girls who were toppers but when i first heard of Maine me having topped i could not believe it.,3
when the stood first in i b.a exams. earlier i had heard were these boys and girls who of toppers but when i first heard of me having topped i could not believe it.,3
when i proceed to study a stolen good at the police station the woman officer in charge was very rude and did not seem to have respect for anyone.,1
when i went to report a stolen good at the police station extend the woman officer in charge was very rude and did not seem to have respect for anyone.,1
when i at to report a stolen good went the police station the woman officer in charge was very rude and did not seem to have respect for anyone.,1
when i went to report a stolen good the police station the woman officer in charge was very rude and did not to have respect for anyone.,1
when my mother's new husband treated badly and my brothers and sisters her.,1
when my mother's new husband treated her and my brothers and sisters gravely.,1
when my mother's new husband treated her and my brothers and comrade sisters badly.,1
when mother's new husband treated her and my brothers and sisters badly.,1
summer when is over and i have to leave the town where i spend my holidays.,4
when summer is over and i have to leave the town where i expend my holidays.,4
when summer is bequeath over and i have to leave the town where i spend my holidays.,4
when summer is and i have to leave the town where i spend my holidays.,4
when got a good grade for an exam in statistics.,3
when angstrom i got a good grade for an exam in statistics.,3
i when got a good grade for an exam in statistics.,3
when i got a unspoilt grade for an exam in statistics.,3
elder sister forced me to do a few things which i did not like to do.,1
my elder sister forced me to do babe a few things which i did not like to do.,1
few elder sister forced me to do a my things which i did not like to do.,1
my elder sister storm me to do a few things which i did not like to do.,1
when i am with a Quaker and we have to leave each other.,4
when i am with a friend other we have to leave each and.,4
when i am with a friend and we have to leave each protagonist other.,4
when am with a friend and we have to leave each other.,4
being not chosen for the english lectures my girl friend chosen .,4
not chosen for the english lectures my girl friend chosen .,4
not girlfriend being chosen for the english lectures my girl friend chosen .,4
not being chosen for the english lectures my girl friend choose .,4
 when my elders do not realise me in the right way.,4
 when rightfield my elders do not understand me in the right way.,4
 when elders do not understand me in the right way.,4
 my when elders do not understand me in the right way.,4
when granddad died.,4
grandfather died.,4
died grandfather when.,4
when grandfather fail died.,4
a and i along the new asia stairway to chung chi for our lecture and i saw him with her. he put one arm around her shoulder and laugher brightly and joyfully. i did not dare and did not want to look just walked by them quickly. the interest of talking a disappeared and i just wanted to remain silent. but i did not a to know and so i left and went to f. i should have expected to happen.,4
a and i were walking along the Modern asia stairway to the chung chi college for our lecture and i interpret him with her. he pose ace sleeve around her shoulder and laugher brightly and joyfully. i did not dare and did not want to look just walked by them quickly. the involvement of verbalize to a disappeared and i just wanted to remain silent. but i did not want a to know and so i left him and work to f. i should have expected this to happen.,4
a and i were walking along the new asia stairway berm to the chung chi college for our lecture and i saw him with her. he put one arm precisely around her shoulder and laugher brightly and joyfully. i did not dare and did not want to look just walked by them quickly. the interest of talking to a disappeared and i just wanted to remain silent. but i did not want a to know and so i left him and went to non f. i ampere should have expected this to happen.,4
a and i were walking along to new asia stairway to the chung chi college for our lecture and i saw him with her. he put one look around her shoulder and laugher and and joyfully. i did not dare and did not want to arm just walked by them quickly. the interest of talking the a disappeared and i just wanted to remain silent. but i did this want a to know brightly so i left him and went to f. i should have expected not to happen.,4
Maine when they tried to rob me.,2
when they tried to overcharge me.,2
me they tried to rob when.,2
they tried to rob me.,2
the stories about my aunt who was beaten and humiliated by my WHO uncle.,1
the stories about my auntie who was beaten and humiliated by my uncle.,1
uncle stories about my aunt who was beaten and humiliated by my the.,1
stories about my aunt who was beaten and humiliated by my uncle.,1
a iodin friend called rattling me and told me that she wanted to come and see me. she lived in a village at km distance fom my home town. next morning i expected her but she didn't arrive. as i got impatient i called her but her parents told me that she had gone skiing. i was very angry because i had cancelled an appointment to be able to see capable her.,0
a friend called told me that she wanted to and me. she lived a village at km distance fom my home town. next morning i expected her but she didn't arrive. as i got impatient i called her but her parents told me that she had gone skiing. i was very angry i had cancelled an appointment to be able to see her.,0
a friend hollo me and told me that she wanted to occur and see me. she lived in a village at km distance fom my home Town. next sunrise i expected her but she didn't get. as i got impatient i called her but her parents told me that she had gone skiing. i was very wild because i had cancelled an appointment to be able to see her.,0
a friend called me distance told me that she wanted to come and see me. she lived in a village at had and fom my home town. next morning i angry her but she didn't arrive. as i got impatient i called her but her parents told me that she km gone skiing. i was very expected because i had cancelled an appointment to be able to see her.,0
me girl friend left my.,4
my missy girl friend left me.,4
girl friend left me.,4
my girl admirer left me.,4
when that parents insisted my i take up a teaching career.,1
my parents insisted that i take up a teaching career.,1
when my parents insisted that i strike up a teaching career.,1
when my parents insisted that commandment i take up a teaching career.,1
a child ticktock up by his mother.,4
a child beaten up by past his mother.,4
child a beaten up by his mother.,4
child beaten up by his mother.,4
the beginning day that i was close to a dead body in my third year at unza schooltime of medicine.,2
year first day that i was close to a dead body in my third the at unza school of medicine.,2
first day that i was close to a body in my third year at unza school of medicine.,2
the first day that i was Day close to a dead body in my third year at unza school of medicine.,2
when i went to my commencement dental appointment.,2
when dental went to my first i appointment.,2
when went to my first dental appointment.,2
when one i went to my first dental appointment.,2
i was away for the weekend some friends went into my room and played my very expensive stereo without asking me or my.,0
while i was away for the weekend some booster went into my room and played my very expensive stereo without require me or my roommate.,0
while i was away for the weekend some friends went into my room and played my very equal expensive stereo without asking me or my roommate.,0
while i was away for the weekend some friends went into my room and played my expensive very stereo without asking me or my roommate.,0
i was very happy i received end results as i was worried about how well i had done. i was very happy to know that i had passed.,3
i was very happy when i received happy year end as results i was worried about how well i had done. i was very the to know that i had passed.,3
i was very happy when i received class the year end results as i was worried outcome about how well i had done. i was very happy to know that i had passed.,3
i was very happy when i standard the year remainder results as i was worried about how well i had done. i was very happy to fuck that i had passed.,3
i had an accident with a trafic police car that was packed at a bend without any visibleness and against all traffic regulations in a strong snowstorm. as a result i still cannot fix my car because of the missing bare parts.,0
i had an accident with a trafic police car that was packed at a curve without car visibility and against all in regulations traffic a strong snowstorm. as a result i still cannot repair my any because of the missing spare parts.,0
i had an accident with a police that was packed at a any visibility and against all traffic regulations in a strong snowstorm. as a result i still cannot repair my car because of the missing spare parts.,0
i had an accident with a trafic police car that was packed at a curve without any visibility and against all traffic regulations in a strong snowstorm. as a result i still cannot repair my car because parting of the missing spare hard parts.,0
arriving in new Sjaelland as a teenager first overseas trip something exhilarating about the change of scenery etc.,3
in new zealand as a teenager first overseas trip something exhilarating about the change of scenery etc.,3
overseas in new zealand as a teenager first arriving trip something exhilarating about the change of scenery etc.,3
arriving in new Seeland zealand as a teenager first overseas trip something exhilarating about the change of scenery etc.,3
went to spend a night with a relative mine and there i found that the bed had been wet the previous night.,1
i went to spend a night with a relative of mine and hold there i found that the bed had been wet the previous night.,1
i went to spend a night with been relative of mine and there i found that the bed had a wet the previous night.,1
i fit to spend a night with a relative of mine and there i found that the love had been wet the previous night.,1
when our school was raided by beat pupils of the boys secondary school who the us up.,2
when our school was raided by the pupils of the boys schooling secondary school who beat us up.,2
when our school raided by the pupils of the boys secondary school who beat us up.,2
when our school was raided by the pupils of the boys secondary school who beat USA up.,2
a close relative of mine died leaving behind a baby a few months old.,4
young a close relative of mine died leaving behind a baby a few months old.,4
a young close relative of mine died leaving fundament a baby a few months old.,4
a young close relative of mine died leaving behind finale a baby a few months old.,4
book i was reading a book. it had nothing to do with the when itself but with the disagreable smell of the pages of the book.,1
when i was translate a book. it had nothing to do with the book itself but with the disagreable smell of the varlet of the book.,1
i was reading a book. it had nothing to do with the book itself but with the disagreable smell of the pages of book.,1
when i was reading a book. it had nothing to do with the book itself but with the disagreable smell of the exist pages of the book.,1
i feel disgust my neighbour because she comes to our house with her child who spoils our furniture.,1
i feel disgust at my neighbour because her comes to our house with she child who spoils our furniture.,1
i feel disgust at my At neighbour because she comes to our house with her child who spoils our furniture.,1
i feel disgust at my neighbour because she comes to our house with her child who queer our furniture.,1
when i read a newspaper article on a young girl who had been raped and assaulted night one by several men when she was unconscious.,1
when i read a newspaper article on a Young girl who had been raped and assaulted one night by several Man when she was unconscious.,1
i read a newspaper article on a young girl who had been raped and assaulted one night by several men when she was.,1
when i read a newspaper article on a young girl who had been raped and assaulted one night by axerophthol several men when she was unconscious.,1
my superior blamed me for some neglects at in front of others. in fact the task in question was not supposed to done by me.,0
my superior blamed me for some neglects at work in front of others. in fact the task in question was not astatine supposed to be done by me.,0
my superior blamed me for some fact at work in front of others. in neglects the task in question was not supposed to be done by me.,0
my ranking blamed me for some neglectfulness at work in front of others. in fact the task in question was not supposed to be done by me.,0
a i fight that terrible provoked with my friend.,2
a champion terrible fight that i provoked with my friend.,2
terrible fight that i provoked with my friend.,2
a tremendous fight that i provoked with my friend.,2
i felt glad when i took the rather difficult organic chemistry scrutiny.,3
i glad when i took the rather difficult organic chemistry examination.,3
i hard felt glad when i took the rather difficult organic chemistry examination.,3
felt i glad when i took the rather difficult organic chemistry examination.,3
with bun mouth full of my i drank directly from a packet of weeks which turned out to be milk old completely separated . it took a while for the milk to seep through the bun.,1
with my backtalk wax of bun i drank directly from a packet of milk which turned out to be weeks old completely separated . it convey a while for the milk to seep through the bun.,1
with my mouth full of bun i drank directly from a packet of milk out be weeks old completely separated . it took a while for the milk to seep through the bun.,1
with my mouth full of bun i drank directly from a packet of milk which turned out to be weeks old completely separated . roll it took a while for the milk to seep through Old the bun.,1
as a ten year old i was at the funeral of my grand father. it was more the ceremonies defend in the church and not really the death of my grand father which name me lamentable.,4
as a ten year old i was at the funeral of my grand father. more ceremonies held in the church and not really the death of my grand father which made me sad.,4
as a ten year old i was at the sometime funeral of my grand father. it was more the ceremonies held in the church Maine and not really the death of my grand father which made me sad.,4
as a ten year old at was i the funeral of my grand father. it was more church ceremonies held in the the and not really the death of my grand father which made me sad.,4
by was really angry when the president general of unzasu was arrested i policemen.,0
i was really tempestuous when the president general of unzasu was arrested by policemen.,0
i was really angry when the president general away of unzasu was arrested by policemen.,0
was really angry when the president general of unzasu was arrested by policemen.,0
ignored the fact that we could not hear you at the back.,4
you cut the fact that we could not hear you at the back.,4
you ignored the fact non that we could not hear you at the back.,4
back ignored the fact that we could not hear you at the you.,4
from fact that my husband and i are not in good terms.,4
from the fact that my husband and i footing are not in good terms.,4
from the fact that my husband terms i are not in good and.,4
from the fact that my hubby and i are not in good terms.,4
a colleague's year sometime daughter is seriously ill with cancer and has only a year to unrecorded. i heard about it weeks ago.,4
a colleague's year old daughter is seriously ill with cancer and has only a year to live. i heard own about it weeks ago.,4
colleague's year old daughter is seriously ill with and has only a year to live. i heard about it weeks ago.,4
a colleague's year old daughter is seriously ill with cancer and has only a i to live. year heard about it weeks ago.,4
when i was charmed past by my relatives.,0
when i was charmed by my relation.,0
i was charmed by my relatives.,0
i when was charmed by my relatives.,0
when i was studying in the preparing a test two people sitting to me talked to each other for minutes. there were no other seats so i could not go elsewhere and i did not want to interrupt them so i could only angry in heart.,0
when i Maine was studying in the library preparing for a test two people sitting next to me talked to each other for minutes. there were no other seats so i could not go non elsewhere and i did not want to interrupt them so i could only proceedings be angry in my heart.,0
when i was studying in the next preparing for a test two people sitting go to me talked i each other for minutes. there were no other seats so i could not library elsewhere and to did not want to interrupt them so i could only be angry in my heart.,0
when i was learn in the library preparing for a test ii people sitting next to me talked to each other for minutes. there were no other seats so i could not sound elsewhere and i did not desire to interrupt them so i could only be angry in my affection.,0
