texto,label
okay uh we have narrow it down to raymond ben kyle and joey. the rest of you thank you very much.,4
actually that ca n't happen.,4
yeah because you all have such different look we're put you with raymond and kyle with ben.,4
so it'll be either you two or you two.,4
yeah it be.,4
no we we're gon na be like best friend that's why it's gon na be weird.,4
ok i'm sense that this be some kind of word play because you be pink with barely control glee.,4
i,4
oh that's not what you want...,4
this be my father paul stevens. dad this be ross geller.,4
i usually prefer elizabeth's boyfriend to address me as mr. stevens.,4
of course of course mr. stevens.,4
i,4
okay.,4
i can i can see that.,4
okay.,4
what?,4
oh well it's not on tv yet.,4
well then it's not on the wall yet.,4
okay fine i will bring you a tape huh?,4
so umm now do you have any of matt lauer's clothes here? maybe? just one that have n't be clean yet?,4
oh yeah i'm sure. and all of a sudden his hand be n't the problem anymore.,4
oh boy scout could have camp under there.,4
uma thurman.,4
thanks rach.,4
oh yeah you have to tell her.,4
feminist issue. that's where i go!,4
yeah well...,4
yeah yeah you have the ring?,4
yeah right here in my pocket. pheebs?,4
okay now will you guy get out of here? i want this be to be a surprise and she's gon na know.,4
yeah yeah you guy. get out of here!,4
hi guy.,4
we're just really very excited about this charity event that we have to go to.,4
okay umm ross?,4
i'm i'm really warm so i'm go to be take off my sweater.,4
now i'm just let you know that this be,4
i'm sorry. i'm do. i'm do.,4
y'know last night be embarrass for you too.,4
no not really. i mean you've see me naked hundred of time.,4
uh huh. but it be a first for the rest of my building.,4
okay. all right that's true! but y'know i just do n't embarrass that easily.,4
no i do n't! ross i think i'm just a more secure person than you be.,4
be that so?,4
yeah.,4
hey both you guy should be up there with me.,4
i mean you two be be my i mean i'm lucky to have just one good,4
thanks man.,4
i get ta go check something over here.,4
okay we have a lot of option here a number of prototype for you to try on.,4
call it even?!,4
well i'm gon na go get these in some water.,4
no no i take them from the hotel lobby.,4
i have a question about this scene.,4
yes?,4
peel the onion. first of all he's good look.,4
yeah.,4
i think my character's gon na need a little bit more of reason than that.,4
oh hey how about this one.,4
y'know who have a great video camera?,4
greg and jenny?,4
do you still wan na call em? i wan na call em.,4
let's call em.,4
hello? eighth street deli?,4
here you go.,4
her name's ronni. she's a pet mortician.,4
sure. so how long you be...,4
remember when you be a little kid i use to take you to the navy yard and show you the big ship?,4
no it's only be six year.,4
i just want to put a nice memory in your head so you'd know that i be n't always such a terrible guy.,4
... joe.,4
y'ever be in love?,4
... i d'know.,4
then y'have n't. you're burn your tomato.,4
joe your dad's in love big time. and the bad part of it be it's with two different woman.,4
everything's gon na be all right. okay dick?,4
hey rach how be work?,4
oh great. although i do sit down where there be n't a chair.,4
by the way ross drop by a box of your stuff.,4
oh well i guess i have that one come.,4
i'm just gon na throw it out it's probably just a bunch of shampoo and...,4
something wrong?,4
no. nothing.,4
and then and then you say that thing about about bring the mesozoic era in the st century.,4
yeah.,4
it's not that bad.,4
so you're just bing?,4
all right cut let's pick again pick again.,4
okay.,4
why?!,4
you know i do n't think we bring enough stuff. do you forget to pack the baby's anvil?,4
it's gon na be worth it.,4
it's a known fact that woman love baby all right?,4
woman love guy who love baby.,4
it's that whole sensitive thing.,4
quick aim him at that pack o'babes over there.,4
maybe one of them will break away.,4
all right gim me the baby.,4
no i get him.,4
hello.,4
you wan na smell him?,4
well we be great guy.,4
bye.,4
well not really.,4
i mean technically it's it's not against the rule or anything but it be frown upon.,4
well ross it seem pretty clear.,4
i mean what's more important?,4
what people think or how you feel huh?,4
ross you get ta follow your heart.,4
hey.,4
hey hey hey! so how do it go with dana? any reason i should leave a block of time open say thursday?,4
hey relax i just need more time. we're go to dinner tonight.,4
go out with who?,4
uh dana keystone from college.,4
no that be dana caplin.,4
all right.,4
umm all right wayne level with me.,4
here you go!,4
okay?,4
hey how you doin'?,4
hey.,4
no hey well i i completely understand. you be you be stress.,4
i know.,4
what?,4
but i ca n't tell you.,4
okay but would n't it be easy if you have to tell me something that you could tell me.,4
well sure in a perfect world. but no i promise i would n't tell and i swear to like all my god.,4
okay. do it have to do with ross and rachel?,4
no.,4
do it have to do with joey?,4
no.,4
do it have to do with with chandler and that sock that he keep by his bed?,4
no but let's come back to that later!,4
actually i'm not here to complement the chef.,4
ohh oh that's okay i hate when people come back to complement the chef.,4
like i have nothing well to do!,4
so what's up?,4
oh good to see you too. do you come down here to tell me that?,4
and bobby's gon na be here the whole time.,4
i mean you're my favorite guy in the whole world.,4
i'm not even scar to tell mom and dad.,4
okay bobby why do n't we just come over here and let them have a little moment.,4
i'd love to ask you in but uh my sister's visiting and i think she's asleep on the couch.,4
oh hey great you're up. rachel this be my sister krista. krista this be rachel.,4
like it would help.,4
uh it be very nice meeting you.,4
hi mom it's jill.,4
yeah i'm fine. i'm just stick at the bank in an atm vestibule.,4
jill say vestibule... i'm go with vestibule.,4
i'm fine. no i'm not alone... i do n't know some guy.,4
be you see anybody right now?,4
personal shopping? what be that? like where you walk around with snooty rich people and tell them what to buy?,4
uh huh.,4
hey!,4
if you have the big apartment you have to deal with people come over all the time.,4
that fridge have get to be stock okay that's your department now.,4
what be you do?,4
i think i leave a donut up here.,4
so in conclusion the line all go up so i'm happy.,4
tomorrow at.,4
oh excuse me. i forget my briefcase y'know by accident.,4
well what about you?,4
you're not feel leave out or anything be ya?,4
hey bob.,4
if i see him i'll ask.,4
oh then you know each other.,4
we're on a semi first name basis.,4
what do you think of add him to our team?,4
but this be eleven. it's almost twice as hard up here.,4
a freakish thin date with a hanger for her head?,4
so?,4
well then we still have a problem.,4
yeah!,4
with what?,4
well we're try to find someone to perform our wedding and they're all either boring or annoy or y'know ca n't stop star at the lady.,4
phoebe we're get,4
guy thank you very much but neither of you be marry us.,4
we be go to have a legitimate member of the clergy! and when i say legitimate i mean gay and in control of his saliva!,4
i do.,4
that be suppose to be a good thing i forget why.,4
just listen monica i do you know okay do you know i could n't sleep for like a month because i get like a dot of ink on one of the sofa cushion.,4
well you you coulda just turn the cushion over.,4
yeah i would've except i have a big spaghetti stain on the other side.,4
okay this be what i'm talk about this. i i need to live in a land where people can spill.,4
you can spill. in the sink.,4
no you're not you're wonder which cushion it be.,4
uh huh.,4
well i'm i'm just glad i could y'know help you out.,4
hero i uh i do n't know well all right.,4
no.,4
no i wo n't.,4
but i should tell you this this exact same thing happen to my roommate denise.,4
lose the robe.,4
well i'm gon na get another espresso. can i get you another latte?,4
no no i'm still work on mine.,4
oh yeah that hug look pretty brutal.,4
pretty nice?,4
you'll have to pardon my roommate he want to marry this.,4
we do n't have buck but would you be willing to trade for it? we've get a canoe.,4
y'know i i really do n't think we need a canoe.,4
all right just just take the entertainment center and then when you get home throw the canoe away!,4
pheebs?,4
yeah?,4
okay. then i guess it's just wait here then. hi. i need one fake ticket to yemen.,4
oh no no no no. no no no i just i just need a pretend ticket.,4
what would you give to a kid if he want a ticket to play with?,4
be you travel with a child?,4
no.,4
all right y'know what she's gon na think that i'm hand you a credit card but what i'm really gon na do be hand you a library card.,4
okay but this be the last time.,4
hey.,4
hey.,4
how's she do?,4
well yeah do n't do n't you think it's a she?,4
i do n't know. i ca n't tell what ever it be go back in too quickly.,4
well anyway i get to go change i'm ah meeting some of the cast for drink.,4
what?,4
yeah but jason's really sensitive.,4
well sensitive be important pick him.,4
yeah.,4
hi.,4
so uh apparently people be familiar with the europe story?,4
yeah.,4
listen about that the whole uh who come on to who thing really do n't matter.,4
i mean i think it would've happen either way.,4
i mean if you have n't initiate it i i i know i would've.,4
do we have a name yet?,4
no not yet.,4
that's fine for now we'll just call her baby girl green.,4
oh no baby girl geller green.,4
why be ross do that?,4
no that's all right. do n't worry about it.,4
yeah! look!,4
i know.,4
all right do n't waste it i mean its still food.,4
hey joey be this the bed where olivia lose her virginity?,4
also so,4
oh in my head he's do some pretty not gay stuff!,4
well at the christmas party him and santa do some definitely gay stuff!,4
ok you've get to promise that you'll never ever tell ross that i tell you.,4
about what?,4
he's plan your birthday party.,4
about what?,4
well he do n't tell me.,4
hey do n't look at me. this be ross's thing.,4
no you be not. we tell you stuff.,4
chandler we still have n't get an rsvp from your dad.,4
oh! right. umm maybe that's because i do n't send him an invitation.,4
it's not like we run in the same circle.,4
ooh i think i wan na trade circle.,4
so what! as long as he's not wear a white dress and a veil i do n't care.,4
okay i think i need to do some shopping.,4
hello! who's in there?,4
how ya doin'?,4
i guess you would n't believe me if i say i be kurt douglas huh?,4
okay you guy just relax. i doooo.,4
i get ta go.,4
sorry i'm late but i leave late.,4
okay.,4
so pheebs what be the book about?,4
i think you say you read it in high school.,4
well yeah but then i remember i start it and there be this pep rally and i be i be on top of the pyramid but anyway umm what be this book about?,4
excuse me can i can i bum one of those?,4
y'know what actually okay okay okay what's so funny over here?,4
oh i think you guy meant marijuana cigarette y'know?,4
y'know what i mean like dubbies?,4
but no i actually smoke the regular one all all the time.,4
we get high.,4
oh me too.,4
i'm kid.,4
yeah.,4
hi.,4
hey how'd it go?,4
you know what? you be right. i,4
ok.,4
okay if you guy have microphone in there too i do n't mean,4
it's.,4
yeah rach i think you're handle that really well.,4
handle it?,4
now maybe i would have a problem with this if it be n't for me and joshua.,4
and somewhere along the way one of them be gon na realise what they've do and they're call the whole thing off.,4
all right what's my next present?,4
all right there's a nuclear holocaust i'm the last man on earth. would you go out with me?,4
enhh,4
i've get canned good.,4
excellent hole joe.,4
my drinking?,4
oh i must've say that after you leave.,4
that you enjoy the occasional drink ing binge.,4
what if i create a position for you?,4
i'll make you an assistant buyer in this department.,4
i'd need an expense account.,4
and an assistant.,4
they're male nurse.,4
not in my head.,4
i'm move on and you're move on with me.,4
come on give me one good reason why you do n't wan na go.,4
umm why do n't you give,4
hard than it sound. be n't it?,4
okay you're come with me and i also tell them that if we're still here when they get off that we'll go down to the cafeteria and have some,4
yep! there's always room for,4
joey how do you make,4
oh it's easy. yeah i i can do it with anything. watch uh grandma's chicken salad,4
hello this be monica...,4
yeah???,4
oh...,4
okay yes we'll be right we'll be right down.,4
thank you.,4
okay. let's bring it in.,4
wait no honey honey throw it to me throw it to me.,4
here you go.,4
well if the magician can open my beer with his but cheek then all right.,4
y'know i be think if we have a a big fight and uh we break up for a few hour,4
technically we could have sex again. what do you think bossy and domineer?!,4
okay. but wait we ca n't. my cousin cassie be in the guest room we're suppose to have lunch.,4
well get rid of her obsessive and shrill.,4
i think i heard voice. you must be chandler.,4
nice to meet you too.,4
so be you ready to go?,4
yeah.,4
i'll be right with you.,4
th th that's all it be a third nipple.,4
just your run of the mill third nipple.,4
you can take it off.,4
take your shirt off and let's see what we're deal with here. what be you do?,4
just show you my run of the mill slice it right off third nipple.,4
well that's not a third nipple.,4
first of all it's on your as.,4
wait a minute hold it. johnson! will you come in here a moment?,4
i'm with hamilton!,4
he's good with rear thing bring him in too.,4
it's from france in europe western europe. y'know umm a few year ago i actually be backpack across western europe.,4
i study for a year in barcelona.,4
anyway umm so i be um i be hike,4
um uh we're we're just have this baby together but uh uh that's all.,4
uh well umm we're just not in that place y'know? but we're very excited about this.,4
oh. well then shut me up.,4
just tell me how.,4
let it go ross.,4
yeah well you do n't know chi chi.,4
do you all promise?,4
chandler? do you promise to be good?,4
hey pheebs.,4
dear ms. buffay.,4
thank you for call attention to our error.,4
we have credit your account with five hundred dollar.,4
we're sorry for the inconvenience and hope you'll accept this,4
oh my god honey we be so meant to be together. we both have copy of the,4
honey both yours.,4
yeah? the work problem?,4
what problem do you tell him you have?,4
oh that's not important. the point be i really i think everything's gon na be okay.,4
okay i've get some one you wan na put them in her panty?,4
when you get a sec another round of daiquiri.,4
remember a virgin for me please.,4
oh! and do n't let me leave without get the name of that carpet guy.,4
ahh come on! y'know what y'know what i think i'm just gon na go home and call kathy.,4
well if you think it will help.,4
all right i definitely taste nutmeg.,4
hey.,4
uh you've have a lot of sex right?,4
do n't worry about that man that happen.,4
yeah! once.,4
i do it anyway.,4
sup? sup dude?,4
so you're play a little,4
okay look he's not gon na hurt them right?,4
i do n't wan na leave him alone.,4
alright?,4
we we have our first fight this morning.,4
i think it have to do with my work late.,4
i say some thing that i do n't mean and he he throw some faeces...,4
y'know if you're gon na work late i could look in on him for you.,4
okay but if you do make sure it seem like you're there to see him okay and you're not like do it as a favour to me.,4
okay but if he ask i'm not go to lie.,4
check this out.,4
it's almost as good as be there.,4
uh may i help you?,4
yeah i talk to you on the phone i'm the lady that get stick with the racecar bed.,4
look it's like i tell you there's nothing i can do. you sign for it monica velula geller.,4
all right jester man look we wan na see the king.,4
oh ho kay i'm talk to the king.,4
so this must be kinda neat for ya huh?,4
i mean your dad tell me that you get a couple of day off school and you you ah do n't have to sell those cooky anymore.,4
yeah.,4
my dad say if i spend as much time help him clean apartment as i do daydream about out space he'd be able to afford a trip to the taj mahal.,4
i think you would have to clean a whole lot of apartment to go all the way to india.,4
oh. look just friend i wo n't grope you. i promise.,4
no it's not too soon i have lunch at a eleven.,4
i invent the game of cup as a way to give joey money.,4
exactly.,4
i do n't know.,4
but i can see through your sheet.,4
yeah yeah that's her.,4
but y'know what?,4
why?,4
no. no. no. she live on the,4
no those first two window that's the lobby.,4
and y'know the other one over there that's the stairway.,4
you've be count wrong.,4
no! steady as a rock! now be you with me.,4
all right gentleman you're up first.,4
okay.,4
okay.,4
you have second. and the lightning round begin stop it now. what be monica's nickname when she be a field hockey goalie?,4
big fat goalie.,4
correct. rachel claim,4
dangerous liaison,4
correct. her actual favorite movie be...,4
weekend at bernie's,4
well look why do n't you just why do n't you do your phase two strip club thing with us.,4
okay.,4
well that should n't be a problem. i mean i work in fashion and all i meet be eligible straight men.,4
pete can i get you something else?,4
yeah a slice of cheesecake and and a date if you're give' em out.,4
have n't you and i cover that topic?,4
hmm come on you just say to her that you.,4
come on you think she should go out with me do n't you?,4
well i mean be you sure you want to go out with her?,4
i mean really think about it.,4
ho ho i will.,4
i respectfully disagree.,4
who care? nobody read those thing,4
i do n't have a page.,4
no no this be my collection of fossil sample.,4
you,4
why?,4
hey if mommy can have a wife daddy can have a bra.,4
ohh it's time to go.,4
oh no no no see that that clock's a little fast uh we have minute.,4
huh what can we do in minute?,4
twice?,4
well that's ambitious.,4
hey uh you can ignore that.,4
i,4
hey i have all the space i need. just do what i do.,4
y'know what? i be,4
okay.,4
see this be a,4
all right buddy time to roll over.,4
be you under the sheet?,4
yes.,4
that's right you just enjoy.,4
okay.,4
hey tell ya what.,4
let me walk you home.,4
no. you?,4
no. why?,4
uhh well i've get an audition down the street and i spill sauce all over the front of my shirt. you get an extra one?,4
yeah sure. umm here.,4
yeah i do n't think so joe.,4
all right i guess this will be fine.,4
hey listen umm what what be you do tonight?,4
nothing why?,4
how would you feel about take out my assistant tag? i'll pay.,4
i'm not ask you to go on a,4
joey just just he he's new in town and i know he do n't have any guy friend.,4
just take him to like a ball game or something.,4
i'll really appreciate it.,4
yeah okay.,4
problem odour in the litter box? do n't change your kitty change your kitty litter.,4
yeah. you okay?,4
hi. well look i be just gon na leave a message be n't tonight your your big anniversary dinner?,4
you wan na talk i mean i can come over?,4
all right all right i'm come over and i'm bring chinese food.,4
it's for me.,4
oh. okay bye.,4
hello?,4
transit authority?,4
yes hello.,4
i'm do research for a book and i be wonder what someone might do if they leave a baby on a city bus.,4
hi here's the deal.,4
we lose a carseat on a bus today.,4
it's white plastic with a handle and it fit onto a stroller.,4
oh and there be a baby in it.,4
he want to talk to you again.,4
hello.,4
i'm sorry i'm a little late.,4
let me start by uh by introduce myself i be professor geller.,4
so to sum up i'm professor geller.,4
good evening sir.,4
my name be ross geller.,4
i'm one of the people who apply for the apartment.,4
and i i realize that the competition be fierce but i'm sorry.,4
man i wish i be naked.,4
that be how god intend it.,4
i overhear you guy on the phone the other day and you say i'll just tell rachel that i'm do laundry for a couple of hour.,4
and he say laundry?,4
be,4
well if you have keep listen you you would have hear me call him mr. big ot.,4
mr. bigot. he tell the most,4
i really think you make a good point. i mean y'know until you get cut off.,4
yeah what's up with that girl monica?,4
okay i've get one for you if you have too which one would you rather eat a see eye dog or a talk gorilla?,4
i'd have to say the talk gorilla because at least i can explain to him that you're make me eat him.,4
okay i hear you loud and clear. bob will stay put.,4
i think it's best sir.,4
but we really do need to find someone up here.,4
the work be start to pile up.,4
i've get a stack of document on my desk this high.,4
y'know what you should do just toss em in the shedder and claim you never get em.,4
that's a good one.,4
what do a guy have to,4
yeah yeah everybody's here. hey everybody say hi to julie in new mexico.,4
be n't there a national football league.,4
yes. yes there be they play on sunday and monday night.,4
when they're hungry enough they'll come in.,4
hey joey you want to talk to me?,4
i do n't know. you uh you get something for me?,4
oh yeah this be from rachel.,4
ten. okay. now tag there's such a thing as too many woman.,4
that's,4
what be with the dish?,4
yeah toast oatmeal... nothing that spatter.,4
y'know they say a watched pot never beep.,4
phoebe why do n't you just call her? you obviously want to.,4
well do n't cha wan na?,4
yeah.,4
okay well i do know you.,4
that's what i say.,4
well so?,4
ok bye. well monica's not come it's just gon na be me and rachel.,4
oh. well hold on camper be you sure you've think this thing through?,4
it's laundry. the thinking through be minimal.,4
no.,4
oh and uh the fabric softener?,4
that's the rule.,4
ok ok how about if we split it?,4
what do you mean like buy it together?,4
yeah,4
you think we're ready for something like that?,4
why not?,4
well it's a pretty big commitment i mean what if one of us want to move out?,4
i'm not move out.,4
yeah yeah it's just that with my last roommate kip...,4
oh no stay here we'll keep do this. i'll pay you.,4
no i get in trouble for that before. i'll see you later.,4
aw forget it it's from,4
okay look how be this gon na affect you?,4
it's,4
you're right.,4
y'know what?,4
i'm ask you to do me a favor.,4
and as my wife i think you should grant me this favor.,4
my brother's go through that right now he's such a mess. how do you get through it?,4
well you might try accidentally break something valuable of hers say her,4
leg?,4
that's one way! me i i go for the watch.,4
no real honey really it's fine just g go with susan.,4
okay okay bye,4
so what be they do?,4
hey you're early.,4
i'm just take it to be re wire.,4
no no mr. heckle no one be make any noise up here.,4
hi rach.,4
ross?,4
yeah?,4
i'm good except umm you still owe me a dance.,4
i think i might need one more cup of coffee.,4
sure! uh let me get it for ya.,4
okay.,4
i believe this belong to the father of your baby.,4
uh huh. now you can turn around or you can go in there and rip the band aid off. what to you want to do?,4
okay sorry. yeah.,4
hey rach.,4
it can t be me i m stand right here.,4
wan na peek?,4
hello sir you know monica.,4
do n't spoil it.,4
hi.,4
hello.,4
hi ross.,4
yeah huh.,4
i can get a quick bite to eat but then i have to come back up here.,4
nooo he? s leave for a good job.,4
okay then.,4
okay.,4
so see ya on saturday.,4
yeah you bet.,4
whazzup??,4
listen can you do me a favor?,4
i'm gon na be out today.,4
can you just keep an eye on joey make sure nothing happen between him and molly?,4
i think the check in be that way.,4
ahh.,4
monica face it chandler be against marriage. and and always will be!,4
that's right.,4
chandler,4
you get,4
i know.,4
i do.,4
sometime?,4
maybe?,4
well i just think it'd make me feel good to do something nice for my friend.,4
oh no no no.,4
well y'know i'm. i mean who need a saving account.,4
you mean with casey.,4
no no no i think i'm gon na see how thing go with kathy. she's pretty cool.,4
or casey.,4
no no kathy.,4
could be casey.,4
no. no kathy.,4
consider casey.,4
hey anybody get a length of rope about six foot long with a little nouse at the end?,4
honey what's the matter?,4
i just saw janice.,4
i like her.,4
why? because she can sing and play guitar and do both at the same time?,4
well that's pretty much all i'm look for from these people.,4
yeah pheebs come on you two have completely different style. y'know she's more.. y'know and you're more,4
okay my next song's call phoebe buffay what can i say.,4
i really love when we be sing partner and i should n't have leave you that way.,4
oh no one of those look for the hidden meaning'songs.,4
yes hello.,4
i have a question.,4
umm i use your pen to draw on my friend's face.,4
a beard and a moustache.,4
thank you.,4
no,4
umm he say he think i be funny.,4
so okay look look umm let's just go downstairs we'll have some fun and you will forget all about it.,4
oh come on! rach it's it's not that bad.,4
look just because some idiot draw on your face do n't mean you should n't have any fun!,4
and besides hey hey hey no one be even gon na,4
okay there be,4
no it's okay. some some kid ask me to pick it up for him but i do n't,4
you say you wan na come in for some lemonade?,4
oh right right.,4
well not just lemonade iced tea sometimes juice.,4
well sorry i just i think you like me.,4
it's okay. i suppose it could happen to anyone not anyone i know but... by the way i can still see it.,4
ok i have a question. well actually it's not so much a question as.. more of a general wondering... ment.,4
ok.,4
ok. here go. for a while now i've be want to um....,4
yes yes that's right...,4
well i be probably go to do it at some point.,4
i do n't mean,4
well we probably wo n't invite you to the wedding...,4
thank you chandler.,4
sincerely.,4
david i'm pretend to,4
all right. all right.,4
actually i do have one small complaint.,4
oh.. please! i i welcome criticism.,4
we do?,4
chandler here you go get your traditional thanksgiving feast you get your tomato soup your grilled cheese fixin's and your family size bag of funyuns.,4
all right i'm nine year old.,4
we just finish this magnificent thanksgiving dinner.,4
that little naked guy would be me.,4
oh that's nana right there in the middle.'me and the gang at java joe's'.,4
let's see... yeah?,4
look like a fun gang.,4
rachel have something that she want to tell you and umm i believe that this be your red sweater.,4
no. this be my red sweater.,4
okay.,4
in the category of favorite return male character the nominee be john wheeler from,4
yeah.,4
you're an aquarius huh?,4
i bet you're a gemini.,4
nope.,4
taurus?,4
nope.,4
virgo?,4
nope.,4
sagittarius?,4
yep.,4
you're not gon na speed anymore right?,4
i wo n't speed.,4
and you promise you'll get this take care of right away?,4
i promise.,4
and in the meantime you good let him drive. do he have a license?,4
yeah!,4
can he handle the stick?,4
oh well,4
oh this should be easy. i have a very wide pelvis. you remember chandler.,4
it's you. this be yours.,4
y'know y'know i'm lookin'and i do n't think anyone's home here.,4
i say we just break the window crawl through and and y'know explain later.,4
i do n't think so. hello? when you get in there,4
hey what's up?,4
so what so what you saw him with a girl?,4
now look you're go to go out on a date with danny and you're go to be so charm he's gon na forget all about that stupid subway girl.,4
she be kinda stupid.,4
you're right.,4
all right i'm just gon na go on the date.,4
i'm gon na go on the date.,4
that be the new plan.,4
hi.,4
hey.,4
hi.,4
do i? thank you so do you.,4
thanks.,4
sparkly.,4
mr. major capades guy.,4
i i remember when you be just like king friday in mr. roger's ice be nice.,4
yeah well ya know i'm kind of spooky that way. wooo.,4
i miss you. i'm gon na get change.,4
ok.,4
um now. phoebs.,4
oh right ok. ole.,4
what?,4
listen i forget your address can you give me a call?,4
thanks bye.,4
oh i'd love to but i get ta get up so early the next day and so you know me work come first,4
oh yeah yeah yeah...,4
kinda have a... a thing for the day of our life's people.,4
i do it every year.,4
yeah...,4
yeah...,4
oh that's ross's.,4
remember what?,4
come on ross? remember back in college when he fell in love with carol and buy her that ridiculously expensive crystal duck?,4
wait just a second.,4
i can show you an id if you want?,4
oh yeah well i just start wear bra again.,4
oh that must be it.,4
well i hope you have fun tonight.,4
i believe it.,4
yes i do.,4
jurassic park,4
maybe we should check the trash chute.,4
ross could n't fit down the trash chute.,4
that's right he almost could. which be exactly how i get stuck there.,4
hey!,4
just y'know out.,4
what be you do?,4
i uh go to a bar. and then i just uh just walk around for a while.,4
ross you leave you scarf in hey you guy.,4
oh yeah that look good.,4
you guy make a,4
okay.,4
y'know we do n't have to imagine.,4
we'll just see.,4
hi joey.,4
hey! how you doin'?,4
i'd love to show ya but i just tuck her in.,4
she's sleep.,4
hey uh would you two girl like to go for a drink?,4
and how do i know?,4
her die wish be for one last kiss.,4
smelly cat smelly cat what be they feed you? smelly cat smelly cat it's not your fault.,4
y'know you could totally sell this. it'd be perfect for like umm a kitty litter campaign.,4
i... a jingle? no no no no no.,4
okay well if i be in this for the money i'd be a millionaire by now y'know.,4
you just get to get out of that jingle head sweetie.,4
aw you're right you're right. i'm sorry.,4
okay sir um mm let see if i get this right.,4
ah so this be a half caf double tall easy hazel nut non fat no foam with whip extra hot latte right?,4
um coffee to go please.,4
isabella rosselini.,4
why? cause otherwise you'd go for it?,4
yeah maybe.,4
what you do n't think i'd go up to her?,4
ross it take you ten year to finally admit you like me.,4
you know what honey you go ahead we'll call her an alternate.,4
okay hold my crawler.,4
okay.,4
okay that's that's enough.,4
wo n't you dance around with me.,4
oh ho yeah. yeah the hand guy.,4
okay that's fair.,4
all right.,4
good!,4
pick one.,4
you're welcome.,4
joey! we should just switch.,4
so what be it for anyway?,4
i wan na say a disease.,4
i just get this really weird message from ross. he say turn on,4
oh oh professor geller.,4
ahh to be again.,4
hey! so uh be he excite about the ticket?,4
