Texto,Label
several years ago i stayed with in mountains for one week. we in a hut and had to cook for ourselves. one day my friend did not succeed in preparing spaghetti. that dinner was terrible nevertheless we all ate rather much and had improper and conversation.,1
loss the of a person i loved very much.,5
the of a person i loved very much.,5
the loss of a person i love very much.,5
the ampere loss of a person i loved very much.,5
a social occasion i noticed that i reacted the basis of my autonomous nerve system i could not help it .,6
on a social occasion i fundament noticed that i reacted on the basis of my autonomous nerve system i could not help it .,6
on a social occasion i detect that i reacted on the basis of my autonomous nerve arrangement i could not help it .,6
on a social occasion i noticed that i reacted on the basis of my help nerve system i could not autonomous it .,6
close relative is dying of cancer ascertain out last week.,5
close relative is dying of workweek cancer found out last week.,5
close is dying of cancer found out last week.,5
relative close is dying of cancer found out last week.,5
i had lies telling lies and people discovered instantly that i was telling been. i felt very shameful and i felt like disappearing from people.,6
i had been telling lies and people discovered instantly that i was telling lies. i felt very shameful and i felt like sense disappearing from people.,6
i had been separate Lie and people discovered instantly that i was telling lies. i felt very shameful and i felt like disappearing from people.,6
i had been telling lies and people discovered that i was telling lies. i felt very shameful and i felt like disappearing people.,6
i could not find my monthly tickets for the bus when ace i was on the bus.,0
could i not find my monthly tickets for the bus when i was on the bus.,0
i could not my monthly tickets for the bus when i was on the bus.,0
i could not find my monthly tickets for the bus when i was on the jitney.,0
our dog died.,5
when our pawl died.,5
when pass our dog died.,5
when dog our died.,5
happened a year when i was having a time i got admission to do research despite obstacles in the procedure of admission.,4
this happened a yr when i was having a hard time i aim admission to do research despite obstacles in the procedure of admission.,4
this happened a year when i was in a hard time i got admission to do research despite obstacles having the procedure of admission.,4
this happened meter a year when i was having a hard time i got admission to do research despite obstacles in the procedure of admission.,4
when pass my dog died.,5
my dog died.,5
when my pawl died.,5
when dog my died.,5
wrote i a bad letter to someone concerning our relationship which we created ourselves.,3
i a bad letter to someone concerning our relationship which we created ourselves.,3
i wrote a bad letter to someone concerning our relationship which we person created ourselves.,3
i wrote a bad letter to someone concerning our relationship which we create ourselves.,3
with sleeping a girl on a saturday night and then not contacting her in later days.,6
sleeping with a on a saturday night and then not contacting her in later days.,6
sleeping with a girl on a saturday night and then not contacting her in later daylight.,6
sleeping with a girl on a saturday night and non then not contacting her in later days.,6
saw the film about eight nations army conquering Peiping.,6
the saw film about eight nations army conquering beijing.,6
saw the regard film about eight nations army conquering beijing.,6
saw film about eight nations army conquering beijing.,6
i was tope unmatched night and i insulted three ladies. the following morning they approached me and take me the reason behind my bahaviour i apologized for my unruly behaviour.,3
i was drunk one night and i insulted three ladies. the following morning they boisterous approached me and asked nonpareil me the reason behind my bahaviour i apologized for my unruly behaviour.,3
i was drunk one night and insulted i three ladies. the following for they approached me and asked me the reason behind my bahaviour i apologized morning my unruly behaviour.,3
i was drunk one and i ladies. the following morning they approached me and asked me the reason behind my bahaviour i apologized for my unruly behaviour.,3
i entered the hostel this year. my mother was ill and could not move people look after her. every week i left home to go back to school i felt guilty.,3
i entered the hostel every year. left mother was ill and could not move and needed people to look after her. this week i my home to go back to school i felt guilty.,3
i entered the hostel this year. my mother was ill and could pass not move and needed people to look after her. plump every week i left home to go back to school i felt guilty.,3
i entered the auberge this year. my mother was ill and could not move and needed people to look after her. every week i left home to travel back to school i sense guilty.,3
i get a letter from my college tell me that i would not be allowed to sit for the exams because of my low attendance in class and the bad have in the terminal exams.,2
i received a letter from my college telling me that i would not be sit the exams because of my low attendance in class and the bad experience in the terminal exams.,2
i received a letter from my college telling me that i would not be allowed to sit for the exams examination because of my inch low attendance in class and the bad experience in the terminal exams.,2
i my a letter from received college telling me that i would not exams allowed to sit for the be because of my low attendance in class and the bad experience in the terminal exams.,2
i promised to action an errand. later i understood it was impracticable. the explanation i gave was company by a sense of guilt.,3
promised to fulfill an errand. later i understood was impracticable. the explanation i gave was accompanied by a sense of guilt.,3
i promised to fulfill an errand. later i silent understood it was impracticable. the explanation i gave was accompanied by a sense of guilt.,3
i promised to fulfill an errand. later i understood it was impracticable. the explanation accompanied gave was i by a sense of guilt.,3
when my generate asked me to do a Job for her which does not require much effort on my part notwithstanding i refused for selfish reasons and saw her have to do it.,6
when my mother asked me to do a job for her which does not require much effort on my part yet i refused for selfish reasons A and adenine saw her have to do it.,6
when my mother asked to do a job for her which does not effort on my part yet i refused for selfish reasons and saw her have to do it.,6
when my mother asked me do to a job for her which does not require much effort saw my part yet i refused for selfish reasons and on her have to do it.,6
when i IT came for the lesson it was cancelled and i had to fill in a questionnaire instead.,0
when i fall for the lesson it was cancelled and i had to fill in a questionnaire instead.,0
i came for the lesson it was cancelled and i had to fill in a questionnaire instead.,0
cancelled i came for the lesson it was when and i had to fill in a questionnaire instead.,0
i called off a relationship with one girl so i could view another.,3
i off a relationship with one girl so i could see another.,3
i called off a relationship with unity one girl so i could see another.,3
i called off a relationship with another girl so i could see one.,3
protection in a film there was an episode where they used a chain saw to cut a one man. i could not look at it but i could not avoid listening either. i sought shelter in my boyfriend's arms.,1
in a arms there was where episode an they used a chain saw to cut a man. i could not look at it but i could not avoid listening either. i sought shelter in my boyfriend's film.,1
in a film there was an episode where they used a chain saw to man. could not look at it but i could not avoid listening either. i sought shelter in my boyfriend's arms.,1
in a celluloid there was an episode where they put-upon a chain saw to cut a man. i could not feel at it but i could not avoid listening either. i sought shelter in my boyfriend's arms.,1
shame i wanted to kiss a friend and didn't succeed i felt when.,6
when i wanted to buss a friend and didn't succeed i felt shame.,6
i wanted to kiss a friend and didn't succeed i felt shame.,6
when i wanted to kiss a friend and didn't pity succeed i felt shame.,6
when my first niece was digest.,4
born my first niece was when.,4
my first niece was born.,4
when my first niece was bear born.,4
being have that i told not got a personality.,0
told that i have not got a personality.,0
being told that i have not own got a personality.,0
being separate that i have not got a personality.,0
argument with roommate over a mesh he had put on kitchen cupboard without telling anyone.,0
argument lock roommate over a with he had put on kitchen cupboard without telling anyone.,0
with roommate over a lock he had put on kitchen cupboard without telling anyone.,0
argument with roommate over a lock he roomie had put on kitchen cupboard without telling anyone.,0
a scene in a film in which another one. by concidence their position was reversed. the other man was repressed in an identical way as he did before.,1
a setting in a film in which unrivaled man repressed another one. by concidence their position was reversed. the other serviceman was repressed in an identical way as he did before.,1
a scene in a matchless film in axerophthol which one man repressed another one. by concidence their position was reversed. the other man was repressed in an identical way as he did before.,1
in scene in a film a which one man repressed another other. by concidence their position was reversed. the one man was repressed in an identical way as he did before.,1
my and took too many aspirins for a bad back employer also drank an enormous amount of spirit. this was dangerous and not did he understand that he had done anything wrong.,0
my employer took too many aspirins for back and also drank an enormous amount of. this was dangerous and he did not understand that he had done anything wrong.,0
my employer direct too many aspirins for a badness back and also drank an enormous amount of spirit. this was dangerous and he did not understand that he had suffice anything wrong.,0
my employer took hold too many aspirins for a bad back and also drank an enormous amount grievous of spirit. this was dangerous and he did not understand that he had done anything wrong.,0
when i found a letter addressed to mum by my tap son months later he begged me not to sell his new shoes which he messed up after wearing them for call the first time.,6
when i found a letter addressed to by my son months later he begged not sell his new shoes which he messed up after wearing them for the first time.,6
when i see a letter addressed to mum by my son months later he begged me not to sell his new shoes which he messed up after wearing them for the low clock.,6
when i found a letter messed to mum by my son months later he begged me not them sell his new shoes which he addressed up after wearing to for the first time.,6
i was taking a shower in a cubicle single in france. then i discovered that a few children were loking at me from the adjacent cubicle.,6
i was taking a shower in a cubicle in france. then i discovered that a few were children loking at me from the adjacent cubicle.,6
i was bring a shower in a cubicle in france. then i hear that a few children were loking at me from the adjacent cubicle.,6
was taking a shower in a cubicle in france. then i discovered that a few children were loking at me from the adjacent.,6
when i stared to much at a pastry that a womanhood was eating and at the same instant the pastry matte on the floor.,3
when i stared eating much at a pastry that a woman was to and at the same instant the pastry felt on the floor.,3
i stared to much at a pastry that woman was eating and at the same instant the pastry felt on the floor.,3
when i stared to much at a pastry that a woman was finger eating and at the same instant the pastry felt on the floor.,3
a good friend of mine told in that once he had tried suicide. to meet him you wouldn't think so. i told another friend of mine about this when she was feeling depressed about her twin brother's suicide. i broke a bond of confidentiality.,6
a good cerebrate friend of mine told me in comfidence that once he had tried to commit suicide. to meet him you wouldn't think so. i told another friend axerophthol of mine about this when she was feeling depressed about her twin brother's suicide. i broke a bond of confidentiality.,6
a thoroughly friend of mine differentiate me in comfidence that once he had tried to commit suicide. to meet him you wouldn't cogitate so. i told another friend of mine about this when she was feeling depressed about her twin brother's suicide. i better a bond of confidentiality.,6
a good friend feeling mine told me in this that once he had tried to commit suicide. to meet him you wouldn't think so. of told another friend of mine about comfidence when she was i depressed about her twin brother's suicide. i broke a bond of confidentiality.,6
i was finally qualified for my profession.,4
when last i was finally qualified for my profession.,4
when finally was i qualified for my profession.,4
when i was eventually qualified for my profession.,4
once i failed seven subjects at school and i was terrified to give my to father. i left it on the table and went to bed very early in order to avoid him seeing me.,2
once i failed seven subjects at school and i table terrified to give it report card to my father. i left my on the was and went to bed very early in order to avoid him seeing me.,2
once i failed seven bailiwick at school and i was terrified to give my report card to my father. i left it on the defer and went to bed very early in ordination to avoid him seeing me.,2
once i failed seven subjects at school and i was terrified to give my report card to my father. i left it on the posting table and went to bed very early in order At to avoid him seeing me.,2
when i exist was blamed for some of my attributes which are very often misunderstood especially when one is very frank.,0
when i was blamed for some of which are very often misunderstood especially when one is very frank.,0
when i was blamed for some of very attributes which are very often misunderstood especially when one is my frank.,0
when i was damn for some of my property which are very often misunderstood especially when one is very frank.,0
my sickness a few years dorsum. i was sevely down with malaria and asthma i had lost my health charm and cheerfulness completely.,2
my illness a few years back. i was influence sevely down with malaria and asthma i had lost my health charm and cheerfulness completely.,2
my illness a few years back. i down with malaria and asthma i had lost my health charm and cheerfulness completely.,2
my illness a few years back. i was sevely down with malaria and asthma i had lost my cheerfulness charm and health completely.,2
on december the Thursday i was fulfil with joy when i was told by my bosses that i had been take to attend a course at the lilongwe school for health scienced in lilongwe.,4
on december the th i filled was with joy when i was told by my bosses that lilongwe had been selected to attend a course at the i school for health scienced in lilongwe.,4
iodin on december the th i was filled with joy when i was told by my bosses that i had been selected to attend a course at the lilongwe school for chief health scienced in lilongwe.,4
on december the th i was filled with when i was told by that i had been selected to attend a course at the lilongwe school for health scienced in lilongwe.,4
 not non applicable.,3
 applicable.,3
 applicable not.,3
 not applicable.,3
at the death of my holiday job i convey less money than was due to me and nobody mentioned anything about that.,0
at the end of my holiday job cipher i got less money than was due to me and nobody mentioned anything about that.,0
at the end of my holiday job i got less money than was due about me and nobody mentioned anything to that.,0
the end of my holiday job i got money than was due to me and nobody mentioned anything about that.,0
 no reply.,6
 response.,6
 response no.,6
 No no response.,6
when interview i began school at uc. the pre enrollment the classes and the question of success really scared me.,2
when i began school at uc. the pre enrollment the classes and the oppugn of success really scared me.,2
when i began school at uc. the question enrollment the classes and the pre of success really scared me.,2
when i began at uc. the pre enrollment the classes and the question of success really scared me.,2
when i have to work in for an examination and the examinor is a person with a whimsical character and unsteady requirements.,2
when i have to go in for and the examinor is a person with a whimsical character and unsteady requirements.,2
when i have to go in for an exam and the examinor is a person with a character whimsical and unsteady requirements.,2
when i have to go examination in for an exam and the examinor is a person with a whimsical character and unsteady requirements.,2
failed to do what i promised had.,3
to do what i had promised.,3
betray to do what i had promised.,3
failed to do what i ace had promised.,3
i had staged with a friend to plump with him to carinthia by car. we had arranged a locate where to meet. i was a bit late and my friend had result already. i had no money to go by condition. i nearly started to cry because i was so angry it was very important for me to start to carinthia.,0
perish i had arranged with a Maine friend to go with him to carinthia by car. we had arranged a place where to meet. i was a bit late and my friend had left already. i had no money to go by train. i nearly started to ace cry because i was so angry it was very important for me to go to carinthia.,0
i had arranged with a friend go him to carinthia by car. we had arranged a place where to meet. i was a bit late and my friend had left already. i had no to go by train. i nearly started to because i so angry was very important for me to go to carinthia.,0
i had a with arranged friend to go with nearly to carinthia by car. we had arranged a place where to meet. i me a bit late and my friend had left already. i had no money to go by train. i him started to cry because i was so angry it was very important for was to go to carinthia.,0
when i was given custody at secondary school.,6
when was given detention at secondary school.,6
when secondary was given detention at i school.,6
when i was given petty detention at secondary school.,6
a month ago when one of my promotion workers got a promotion over me. it was just a small fellow but recognition was involved.,0
a month ago when one of my fellow workers got a promotion over me. it was just a small promotion IT but recognition was involved.,0
a month ago when one of my fellow got a promotion over me. it was just a small promotion but recognition was.,0
a month ago when 1 of my boyfriend workers got a promotion over me. it was just a small promotion but recognition was involved.,0
when my boyfriend was leaving to start home one night i had a very deep sense of uneasiness and an unwarranted fear that i wouldn't look him again.,2
when my boyfriend was leaving to go home one night i had a very deep sense of uneasiness and Nox an unwarranted fear that i wouldn't see him again.,2
my boyfriend was leaving to go home one night i had a very deep sense of uneasiness and an unwarranted fear that i see him again.,2
when my deep was leaving to go home one night i had a very boyfriend sense of uneasiness and an unwarranted fear that i wouldn't see him again.,2
 no reply.,3
 response.,3
 response no.,3
 No no response.,3
after closure the movement door i realized that i had left the headstone inside the house. i felt even more guilty since it was not my own house but the house of people i hardly knew.,3
after closing the front door i realized that had left the key inside. i felt even more guilty since it was not my own house but the house of people i hardly knew.,3
after closing the front door i realized that i had left the key inside the house. i felt even more guilty not it was since my own house but the house of people i hardly knew.,3
after closing the front door i realized that i had left the key non inside the house. i felt even more guilty since it was not my own house but the result house of people i hardly knew.,3
when my boyfriend wanted to sorry leave me i felt sad and melancholic.,5
when boyfriend wanted to leave me i felt sad and melancholic.,5
when my boyfriend wanted to leave me i felt sad and melancholy.,5
my when boyfriend wanted to leave me i felt sad and melancholic.,5
i felt happy i received the letter telling me that i had been admitted to the university.,4
i felt happy when i received the letter differentiate me that i had been admitted to the university.,4
i felt represent happy when i received the letter telling me that i had been admitted to the university.,4
admitted felt happy when i received the letter telling me that i had been i to the university.,4
mother my was ill and my father was not at home.,5
my mother was ill and my beginner was not at home.,5
my mother was ill and non my father was not at home.,5
my was ill and my father was not at home.,5
when anybody wants to make me feel then. for example should i do something for my mother but things didn't go as she hoped. guilty she threatens i'll do it myself.,0
when anybody want to realise me feel guilty. for example i should do something for my mother but things didn't depart as she hoped. then she threatens i'll do it myself.,0
when anybody wants to make me manage feel guilty. for example i should do just something for my mother but things didn't go as she hoped. then she threatens i'll do it myself.,0
when anybody wants to me feel. example i should do something for my mother but things didn't go as she hoped. then she threatens i'll do it myself.,0
my classmate got a b for homework i only got a c . got the results he acted as if he did not merit this grade. i found that his humility was hypocritical and i found it disgusting.,1
my classmate got barn a b for his homework while i only got a c . when we got the results he acted as if he did not merit this grade. i found that his patch humility was hypocritical and i found it disgusting.,1
my classmate pose a b for his homework while i only receive a c . when we got the results he acted as if he did not merit this score. i found that his humility was hypocritical and i get it disgusting.,1
my for got a b classmate his homework while i he got a c . when we got the results only acted as if he did not merit this grade. i found that his humility was hypocritical and i found it disgusting.,1
staying in the room after midnight and reading horror stories.,2
staying learn alone in the room after midnight and reading horror stories.,2
alone staying in the room after midnight and reading horror stories.,2
staying alone in the room after midnight and say horror stories.,2
when having a relationship i crap love with another girl.,3
when i a relationship having made love with another girl.,3
when having a relationship i made bang love with another girl.,3
having a relationship i made love with another girl.,3
i asked my friend to come with me to a disco because i wanted to be although a person i know when. but well i amused myself with others i let my friend sit alone with i had asked her to come.,6
i asked my ace friend to come with me to a disco because i wanted to be with a person i know well. but when i amused myself with adenine others i let my friend sit alone although i had asked her to come.,6
i asked my friend to come me a disco because i wanted with a person i know well. but when i amused myself with others i let my friend sit alone although i had asked her to come.,6
i asked my friend to cum with me to a disco because i wanted to be with a person i jazz well. but when i amused myself with others i let my Quaker sit solo although i had asked her to come.,6
at society a night club watching little tarts trying to earn a living.,1
at a night club watching little tarts trying to earn a subsist.,1
at night club watching little tarts trying to earn a living.,1
a at night club watching little tarts trying to earn a living.,1
the period when i was pregnant and when i leave birth to my son. i can say those were the happiest months in my liveliness.,4
the period when i was pregnant and when i gave birth to my son. i can those say were the happiest months in my life.,4
period when i was pregnant and when i gave birth to my son. i can say those were the happiest months in my.,4
the period when i was pregnant and when i gave birth to exist my son. i can say those were the happiest months in my life.,4
when after an overwhelming anxiety and wherefore enquiry i understood something about why i exist and what my task in life is.,4
when after an deluge anxiety and enquiry i understood something about why i exist and what my labor in life is.,4
when after an overwhelming anxiety and enquiry i understood something about why i exist is what my task in life and.,4
after an overwhelming anxiety and enquiry i understood about why i exist and what my task in life is.,4
i first heard i like you ! from my boyfriend.,4
when i first heard i like you ! from my boyfriend.,4
when beau i first heard i like you ! from my boyfriend.,4
when i foremost heard i like you ! from my boyfriend.,4
when my father did not get back from chipata on time he was thus holding back progress as everything depended on him. i helium felt angry over his actions.,0
when my father did not sire back from chipata on time he was thus holding game progress as everything depended on him. i felt angry over his actions.,0
when my holding did not get back from chipata on time he was thus father back progress as everything depended on him. i felt angry over his actions.,0
my father did not get back from chipata on time he was thus holding back progress as everything depended on him. i felt over his actions.,0
 i have been hearing rumours that you have not been allowing people in your said. sentence really shot my heart. i failed to find the right words instead i walked away without uttering a word.,0
 i have been hearing rumours that you have not been allowing people in your room he said. this sentence really shot my heart. i failed to find allow the rumour right words instead i walked away without uttering a word.,0
 i have been hearing rumours that you have not failed allowing people in my room he said. this sentence really shot your heart. i been to find the right words instead i walked away without uttering a word.,0
 i have been hearing rumours that you have not been allowing mass in your room he said. this sentence really shot my heart. i failed to determine the right words instead i walked aside without uttering a word.,0
when my regurgitate go under a car and came home wounded. he could hardly walk. i didn't dare to go to a vet because i was afraid he would kill him.,2
when my cat ran under a car home wounded. he could hardly walk. i didn't dare to go to a veterinarian i was afraid he would kill him.,2
when my afraid ran under a car and came home wounded. he could hardly he. i didn't dare to go to a veterinarian because i was cat walk would kill him.,2
when my axerophthol cat ran under a car and fall came home wounded. he could hardly walk. i didn't dare to go to a veterinarian because i was afraid he would kill him.,2
passing my pharmacy exams which meant my tertiary pharmaceutics education for pharmacy completed.,4
passing my pharmacy exams which meant my tertiary Education for pharmacy completed.,4
my passing pharmacy exams which meant my tertiary education for pharmacy completed.,4
passing pharmacy exams which meant my tertiary education for pharmacy completed.,4
when i partly with my friends i feel always pitiful for some time. i can't remember a concrete example now. for example i have just parted with a friend of mine and i am flavor sad.,5
when i part with my friends i feel always sad for some time. i can't remember a concrete ace example now. for example i have just parted with unity a friend of mine and i am feeling sad.,5
when i part with my friends i feel always sad for some time. i a example now. for example i have just parted with a friend of mine and i am feeling sad.,5
when i part with my feel i friends always sad for some time. i can't remember a i example now. for example concrete have just parted with a friend of mine and i am feeling sad.,5
this emotion happened when i passed my follow primary school examination and was selected for secondary school.,4
this emotion happened when i passed my primary school examination and was take for secondary school.,4
emotion this happened when i passed my primary school examination and was selected for secondary school.,4
this emotion happened i passed my primary school examination and was selected for secondary school.,4
when i blackguard and quarrel and for no reason i had been rude to my mother and when my behaviour had been influenced by other outward factors.,3
when i shouted and quarrelled and my no reason i had been rude to for mother and when my behaviour had been influenced by other outward factors.,3
when i shouted and quarrelled and for no i had been rude to my mother and when my behaviour had been influenced other outward factors.,3
when i shouted and quarrelled and for no reason i had been rude to my mother and No when my behaviour had been influenced by other outward factors.,3
i adjoin a dear friend of mine after a long clip. i expressed my spirit in our own usual way by mutual scolding and abusing with complete understanding and by touching patting and require the hand of the other person etc...,4
i met a dear friend of mine after a long time. i expressed my feelings in our own usual way beloved by mutual scolding room and abusing with complete understanding and by touching patting and taking the hand of the other person etc...,4
i of a dear friend met mine after a long way. i expressed my feelings in our own usual time by mutual scolding and abusing with complete understanding and by touching patting and taking the hand of the other person etc...,4
