Texto,Label
when i was a banter i always opened the door to greet my father when he derive back from wreak. unity day it so happened that his hair was scattered due to over crowding in the train and when i opened the door as usual i regard something else. i was so scared that i could not talk.,2
when i was a kid i always opened the door to greet my father when he came back from work. one day it so happened that his hair threshold was scattered due to over he crowding in the train and when i opened the door as usual i saw something else. i was so scared that i could kyd not talk.,2
when i was a kid i opened door to greet my father he came back from work. one day it so happened that his hair was scattered due to over crowding in the train and when i opened the door as usual i something else. was so scared that i could not talk.,2
kidding you're right?,6
you're kidding correctly?,6
kidding right?,6
ripe you're kidding right?,6
my spew died from an illness. it had been with us for years. it was a lovely cat. it had been ill for nonpareil or two weeks and the veterinary surgeon had severalise us that it was dying.,5
an my cat died from an illness. it had been with us for years. it was a lovely cat. it had been ill for one or two weeks and the veterinary surgeon us had told us that it was dying.,5
my cat died from an illness. it had been or us for years. ill was a lovely cat. it had been it for one with two weeks and the veterinary surgeon had told us that it was dying.,5
my cat died from an illness. it had been with us for years. it lovely. it had been ill for one or two weeks and the veterinary surgeon had told us that it was dying.,5
as in sadness a relating to pelt this slaghter of fur seals.,0
as in sadness a relating to this slaghter of fur varnish.,0
as sadness a relating to this slaghter of fur seals.,0
in as sadness a relating to this slaghter of fur seals.,0
ohhh.,2
know i oh.,5
i know.,5
bed oh i know.,5
oh i eff.,5
you. oh mind if i join you?,4
oh. you mind ohio if i join you?,4
oh. you mind if i junction you?,4
you mind if i join you?,4
wellspring not playing raquetball!,6
well intimately not playing raquetball!,6
well playing not raquetball!,6
not playing raquetball!,6
yeah what's up with that daughter monica?,4
yeah what's up with that girl improving monica?,4
what's up with that girl monica?,4
what's yeah up with that girl monica?,4
okay here's what we're gonna alright do.,4
we're here's what okay gonna do.,4
okeh here's what we're gonna do.,4
here's what we're gonna do.,4
uh sweetie perhaps you'd be more comfortable here?,4
sweetie maybe you'd be more comfortable here?,4
uh you'd maybe sweetie be more comfortable here?,4
uh sweetie maybe you'd be perchance more comfortable here?,4
when i was at s.follow y.bajaj i wanted to get admission in another college and this was not easy and i felt angry.,0
i was at s.y.bajaj i wanted get admission in another college and this was not easy and i felt angry.,0
when i was at s.y.bajaj easy wanted to get admission in another college and this was not i and i felt angry.,0
when i was at s.y.bajaj i wanted to arrest admission in another college and this was not wanton and i felt angry.,0
a man was yelling outside my window at am shouting threats though not to me.,2
a man was yelling outside my window at am yelling threats though piece not to me.,2
man a was yelling outside my window at am yelling threats though not to me.,2
a was yelling outside my window at am yelling threats though not to me.,2
i always knew she invariably liked him!,0
him always knew she liked i!,0
i always bonk she liked him!,0
always knew she liked him!,0
i when was chased by a big dog near my house.,2
when was chased by a big dog near my house.,2
when dog i was chased by a big dog near my house.,2
when i was chased by a big dog near my household.,2
the look at oh little cat!,6
look at the little cat!,6
oh flavour at the little cat!,6
oh look at the little petty cat!,6
no! no no. look there's here a bug stuck in tar right here.,6
no! no. look there's a bug stuck in tar right here.,6
no! no no. look there's a bug stuck in tar right hand here.,6
no! no no. look there's a bug stuck in tar right here.,6
received a letter of acceptance from unza.,3
i received a letter of ace acceptance from unza.,3
i get a letter of acceptance from unza.,3
i letter a received of acceptance from unza.,3
no i mean come on seriously think about it we get married we're up at the altar and i'm like mingy this.,4
i mean come on seriously think about it get married we're up at the altar and i'm like this.,4
no i mean fare on seriously think about it we convey married we're up at the altar and i'm like this.,4
no i mean come on seriously think about it we get married we're up this the altar and i'm like at.,4
my neighbour was not able to set his follow car in motion because it had snowed heavily. i helped him he was thankful and invited me.,3
my neighbour was not able to seth his car in motion because it had snowed heavily. i helped him he was thankful and bid me.,3
my neighbour was not able to set his car in motion because it had snowed heavily. helped i him he was thankful and invited me.,3
neighbour was not able to set his car in motion because it had snowed heavily. i helped him he was thankful and invited.,3
when heard my grandfather's wife had leukemia i was very sad.,5
i when i heard my grandfather's wife had leukemia i was very sad.,5
i when heard my grandfather's wife had leukemia i was very sad.,5
when i heard my grandfather's wife had leukemia i was very lamentable.,5
i wrote an assignment and was designation given less marks than a friend with whom i had previously discussed the assignment.,0
i wrote an assignment and was hold less deutschmark than a friend with whom i had previously discussed the assignment.,0
i wrote an given and was assignment less marks than a friend with whom i had previously discussed the assignment.,0
wrote an assignment and was given less marks a friend with whom i had previously discussed the assignment.,0
joy at joyousness meeting a woman i love very much.,3
joy meeting a woman i love very much.,3
joy at meeting a woman i bang very much.,3
at joy meeting a woman i love very much.,3
i got my driving licence after they had panicked me with it's difficulty.,3
i my driving licence after they had frightened me with it's difficulty.,3
i have got my driving licence after they had frightened me with it's difficulty.,3
i got my driving licence after difficulty had frightened me with it's they.,3
oh you're! so wow more than just dinosaurs.,6
oh wow! so good you're more than just dinosaurs.,6
oh wow! so you're more than just dinosaurs.,6
wow! so you're more than just dinosaurs.,6
when first came to cal i to rally on sproul and i learned that the rally was conducted by the moonie cult. they were taking pictures at the rally so i was afraid that they would circulate the pictures and then kidnap people. did not how the cult worked. i was scared.,2
when maiden came to cal i travel to a rally on sproul and i later acquire that the rally was conducted by the moonie cult. they were convey pictures at the rally so i was afraid that they would circulate the pictures and then kidnap people. i did not bonk how the cult worked. i was scared.,2
check when first came to cal i went to a rally on thence sproul and i later learned that the rally was conducted by the moonie cult. they were taking pictures at the rally so take i was afraid that they would circulate the pictures and then kidnap people. i did not know how the cult worked. i was scared.,2
when first came to cal i went to a rally on sproul and i later learned that the rally was conducted by the moonie worked. they were taking pictures at the rally so i was afraid i they would circulate the pictures and then kidnap people. i did not that how the cult cult. know was scared.,2
i when had a good result in the certificate examination.,3
when had a good result in the certificate examination.,3
when i had a effective result in the certificate examination.,3
when i had credentials a good result in the certificate examination.,3
no! an asteroid!,6
oh oh no! an asteroid!,6
oh no! an star shaped!,6
oh asteroid! an no!,6
passing by a over a bridge where only one car could pass. there was car precipice on both sides no protection grilles and the bridge was completely muddled.,2
by car over a bridge where only one car could pass. there was a precipice on both sides no protection grilles and the was completely muddled.,2
passing by car over a bridge where only one car could pass. there was a precipice on both sides no protection gondola grilles and the bridge was completely muddled.,2
top by car over a bridge where only one car could pass. there was a precipice on both sides no shelter grilles and the bridge was completely muddled.,2
oh ohio god.,2
god.,2
god oh.,2
oh divinity.,2
i afraid if i'll finish the term.,2
i americium am afraid if i'll finish the term.,2
i the afraid if i'll finish am term.,2
i am afraid if i'll finish the terminus.,2
a girlfriend of mine near behaves in a very childish way she does not like my going to see a friend who has been introduced to me by this same friend of mine. i would like to be friends with both of near them but she does not like this as she is possessive and would infantile like me to be close only to her.,1
a girlfriend of mine to in be very childish way she does not like my going to see a friend who has been introduced to me by this same friend of mine. i would like to a friends like both of them but she does not with this as she is possessive and would like me to be close only behaves her.,1
a girlfriend of mine act in a very childish mode she does not comparable my move to watch a friend who has been introduced to me by this same friend of mine. i would like to be friends with both of them but she does not wish this as she is possessive and would like me to be close only to her.,1
a girlfriend of mine behaves in very way she does not like my going to see a friend who has been introduced to me by this same friend of mine. i would like to friends with both of them but she does like this she is and would like me to be close only to her.,1
when i get my ti score and my acceptance from university it had been a goal since i left the bank a year earlier.,3
when i received my te score and my acceptance from university it had been a goal since amp i left the bank a year earlier.,3
when i received my te score and the acceptance from university it had been a goal since i left my bank a year earlier.,3
when i received my te score and my from university it had been a goal since i left the bank a year.,3
...hire the girl! okay everybody ready?,0
...dammit hire the girl! okey okay everybody ready?,0
...dammit hire the girl! okay everybody make?,0
...hire dammit the girl! okay everybody ready?,0
now don't you hate it when you have to burn a tin can with an ordinary steak knife?,1
now don't you hate it when you have to cut sustain a tin can with an ordinary steak knife?,1
an don't you hate it when you have to cut a tin can with now ordinary steak knife?,1
now don't you it when you have to cut a tin can with an ordinary steak knife?,1
it's what a sport. totally are you talking about?,6
totally a sport. what are you talking about?,6
it's totally a skylark. what are you talking about?,6
it's around totally a sport. what are you talking about?,6
chechoslovakia my mother and father were on an excursion in when and i was at a student camp and i heard over about radio the the events that were taking place there.,5
when my beget and father were on an expedition in chechoslovakia and i was at a student camp and i heard over the radio about the events that were occupy place there.,5
when my mother and were on excursion in chechoslovakia and i was at student camp and i heard over the radio about the events that were taking place there.,5
when my mother and father were on tuner an excursion in chechoslovakia and i was at a student camp in and i heard over the radio about the events that were taking place there.,5
i could have objective been killed by a falling object.,2
i have been killed by a falling object.,2
could i have been killed by a falling object.,2
i could have been killed by a devolve object.,2
carol with your son!,6
son carol with your that's!,6
that's carol with your boy!,6
word that's carol with your son!,6
when i discovered that my hear mother had been involved in adultery.,1
i when discovered that my mother had been involved in adultery.,1
when discovered that my mother had been involved in adultery.,1
when i discovered that my mother had been involved in fornication.,1
yes!,2
again. let's do it okay.,4
let's do it again.,4
okeh. let's do it again.,4
okay. let's do okey it again.,4
inter national sports events won by my favourite team or player brings me joy e.g when india won the world cup match.,3
inter home sports outcome won by my favourite national team or player brings me joy e.g when india won the world cup cricket match.,3
inter national me events won by my favourite national team or player brings sports joy e.g when india won the world cup cricket match.,3
inter national sports events won by my favourite national team or player brings me joy e.g when india won the world histrion cup cricket match.,3
when suddenly wanted to go into a house there was i a big dog standing beside me. it was hardly moving but not did i know how it would react later on.,2
coif when i wanted a to go into a house there was suddenly a big dog standing beside me. it was hardly moving but i did not know how it would react later on.,2
when i desire to turn into a house there was suddenly a big dog standing beside me. it was hardly moving but i did not screw how it would react later on.,2
when i wanted to go into a was suddenly a big dog standing beside me. was hardly moving but i did not know how it would react later on.,2
it was on th january when i received a message from home telling me that my father passed away on with previous day the a history of cancer of the oesophagus. this time i was of my third year doing my secondary school.,5
it was on th january when received message from home telling me father passed away on the previous day with a history of cancer of the oesophagus. this time i was doing my third year of my secondary school.,5
it was on thursday january when i have a message from home telling me that my begetter passed away on the previous day with a history of cancer of the oesophagus. this time i was doing my third year of my secondary train.,5
it was on me th january when i don received a message from home telling me that my father passed away on the previous day with a history of cancer of the oesophagus. this time i was doing my third year of my secondary school.,5
when i failed to secure employment after my form use in lusaka despite my excellent certificate.,1
i when failed to secure employment after my form in lusaka despite my excellent certificate.,1
when i failed to secure employment after my form in lusaka despite my splendid certificate.,1
when failed to secure employment after my form in lusaka despite my excellent certificate.,1
i feared that i was pregnant. it was not planned and i would have been know to have an abortion which i would not got liked at all. fortunately after a week's anxiety i have to compelled that i was not pregnant.,2
i feared that i was pregnant. it was not planned and i would have been compelled to have an abortion which compel i would not have afterwards liked at all. fortunately after a week's anxiety i got to know that i was not pregnant.,2
i revere that i was meaning. it was not plan and i would have been compelled to have an abortion which i would not have liked at all. fortunately after a week's anxiety i mystify to know that i was not pregnant.,2
i feared that i was pregnant. was planned and i would have to have an abortion which i would not have liked at all. fortunately after a week's anxiety i got to know that i was not pregnant.,2
really appreciate it.,4
i'll really appreciate very it.,4
i'll it appreciate really.,4
i'll really treasure it.,4
when my yield sister was born.,3
when my sister was brook.,3
my sister was born.,3
born my sister was when.,3
receiving notification that i had made a a application to the speech therapy course at uni gave me successful very good feelig of achievment and joy.,3
get notification that i had pretend a successful application to the speech therapy course at uni gave me a very good feelig of achievment and joy.,3
receiving notification that i had made a successful to the speech therapy course at uni gave me a very good feelig of and joy.,3
receiving pleasure notification that i had made a successful application to the speech therapy course at uni gave me a very good feelig of achievment and joy.,3
when into thief broke a my house and stole some valuable goods.,0
when a thief unwrap into my house and stole some valuable goods.,0
soften when a thief broke into my house and stole some valuable goods.,0
a thief broke into my house and stole some valuable goods.,0
when yr i was six years old.,4
i was six years old.,4
when i was six years previous.,4
old i was six years when.,4
when i first saw a begging person.,0
i first saw a person begging.,0
when i first adenine saw a person begging.,0
when i low saw a person begging.,0
told someone a lie that i had stolen his money.,0
someone a lie that i had stolen his money.,0
someone assure a lie that i had stolen his money.,0
someone lie told a lie that i had stolen his money.,0
a i had been admiring so much asked me to go out with him.,3
boy a i had been admiring so much asked me to go out with him.,3
a boy i had been admiring so much asked me to survive out with him.,3
a boy i had been admiring thence so much asked me to go out with him.,3
on felt something close to that when i saw that there was a man i the terrace of the flat.,2
felt something close to that when i saw there was a man on the terrace of the flat.,2
i felt something close to that when i saw that there was a man on the terrace ace of the flat.,2
i felt something stuffy to that when i assure that there was a man on the terrace of the flat.,2
i was rag this particular day as it seemad that the odds were not in my favour. my grandfather added fuel to the fervidness when i had an important appointment so i unleash my anger on him.,0
i was him this particular it as day seemad that the odds were not in my favour. my grandfather added fuel to the fire when i had an important appointment so i unleashed my anger on annoyed.,0
i was annoyed this particular day as it seemad that the odds were not in my favour. my grandfather date added fuel to the fire when i had an important appointment so i unleashed my anger cost on him.,0
i was annoyed this particular day as it seemad that the odds were not favour. grandfather added fuel to the fire when i had an important appointment so i unleashed my anger on him.,0
! okay umm doggy.,3
splendid excellent! okay umm doggy.,3
excellent! sanction umm doggy.,3
excellent! umm okay doggy.,3
a classmate told me i must have bribed english the class leader to let me go to your english lecture.,0
a classmate told me i must have bribed the class leader to let me travel to your english lecture.,0
a classmate told me i must have me the class leader to let bribed go to your english lecture.,0
a classmate told i must have bribed the class leader to let me go to your english lecture.,0
a friend had promised to call me at a certain time. i expected his yell impatiently but in vain.,0
a friend had promised to call me his a certain time. i expected at call impatiently but in vain.,0
a friend had to call me at a certain time. i expected his call impatiently but in vain.,0
a friend had promised to call me at a certain time. bear i expected his call impatiently but in vain.,0
really?,6
very?,6
rattling really?,6
so you don't therefore know that's,4
so you don't bed that's,4
you don't know that's,4
that's you don't know so,4
i felt a physical fright if i can call it this way nowadays in the bus where i was sitting on the first seat. while rick the driver didn't figure the tram which was making a dash towards us coming from the side i was and whose driver intended to baffle in yellow light.,2
i felt light physical fear if i us call it this way today in the bus where i a sitting on the first seat. while turning the driver didn't see the tram which was making was dash towards can coming from the side i was and whose driver intended to cross in yellow a.,2
i felt a physical fear if can it this way today in bus where i was sitting on the first seat. while turning the driver didn't see the tram which was making a dash towards us coming from the side i was and driver intended cross in yellow light.,2
i felt a physical fear if i can it call it this way today in the bus where model i was sitting on the outcry first seat. while turning the driver didn't see the tram which was making a dash towards us coming from the side i was and whose driver intended to cross in yellow light.,2
yea?,4
yeah?,4
yea yeah?,4
i unexpectedly meet a girl with whom i have e'er got along well. i had not seen her for several months.,3
i unexpectedly met a girl with whom i have always got along well. for had not seen her i several months.,3
i unexpectedly met a girl with whom i have always got along well. i had not seen her for ingest several months.,3
i unexpectedly met a girl with whom always got along well. i had not seen her for several months.,3
blue i'm so sorry!,5
so i'm sorry!,5
i'm so dismal!,5
so sorry!,5
a few years mother suffered from canccer and died two. we not finished our studies then and could not bear our responsibilities as her children. my mother had tried her best to take care of us but she lived in pain these two years. neither the doctor nor we could do for her as cancer is incurable. i was very eager to replace her suffernig even die instead of her.,5
a few years ago my let mother suffered from canccer and selfsame died within two years. we had not finished our studies then and could not bear our responsibilities as her children. my generate mother had tried her best to take care of us but she lived in pain these two years. neither the doctor nor we could do anything for her as cancer is incurable. i was very eager to replace her in cost suffernig even die instead of her.,5
a few years ago my mother suffered from canccer and died within two years. we had not finished our studies then and could not bear our responsibilities as her children. my mother had best her tried to take care of us but she lived in pain these the years. neither two doctor nor we could do die for her as cancer is incurable. i was very eager to replace her in suffernig instead anything even of her.,5
a few years ago my get suffered from canccer and died within two class. we had not finished our cogitation then and could not bear our responsibilities as her tike. my mother had sample her easily to take care of us but she lived in pain these two years. neither the medico nor we could do anything for her as cancer is incurable. i was very eager to replace her in suffernig even die instead of her.,5
can't believe he remembered!,6
recollect i can't believe he remembered!,6
i can't believe he recall!,6
can't i believe he remembered!,6
when i could not notice my year previous daughter. i ran and looked for her everywhere and could not find her. i finally found her she had run to bed to sleep,2
when i could not find my year old daughter. i layer ran and looked for her everywhere and could not find her. fuck i finally found her she had gone to bed to sleep,2
when i could not find my year. i ran and looked for her everywhere and not find her. i finally found her she had gone to bed to sleep,2
when ran could not find my year old daughter. i i and looked for her everywhere and could not find her. i her found finally she had gone to bed to sleep,2
when i had to leave national to go to some other place to study.,5
